time,date,Machine,SampleID,Remove,A,Ci,VPDleaf,Tair,Tleaf,TBlk,CO2r,CO2s,H2Or,H2Os,RHs,flow,Qin,Patm
10:16:57,20200214,Mariano,BNL17564,NO,9.76,288,1.33,28.81,31.14,28.06,474.91,462.49,31,32.52,80.9,500.7,1800,98.99
10:18:43,20200214,Mariano,BNL17564,NO,11.4,358,1.31,28.77,31.07,28.06,574.45,559.94,30.97,32.48,81,500.7,1801,98.98
10:20:34,20200214,Mariano,BNL17564,NO,13.1,428,1.31,28.76,31.03,28.06,674.78,658.06,30.94,32.46,81,500.7,1799,98.98
10:22:39,20200214,Mariano,BNL17564,NO,14.1,531,1.3,28.74,30.98,28.06,800.05,781.98,30.89,32.39,80.9,500.7,1799,98.98
10:24:37,20200214,Mariano,BNL17564,NO,15.2,707,1.29,28.72,30.94,28.06,1000.04,980.37,30.86,32.35,80.9,500.7,1800,98.98
10:26:40,20200214,Mariano,BNL17564,NO,16.8,1060,1.3,28.72,30.93,28.06,1399.75,1377.57,30.84,32.3,80.8,500.7,1800,98.97
10:28:53,20200214,Mariano,BNL17564,NO,17.9,1440,1.3,28.72,30.95,28.06,1800.02,1775.78,30.81,32.31,80.8,500.7,1799,98.97
15:13:44,20200213,Lindsey,BNL17565,YES,-0.31,55.56,1.38,30.68,31.01,32.64,50.01,50.26,30.42,31.49,70.6,600.01,1800,99.14
15:12:25,20200213,Lindsey,BNL17565,YES,0.38,63.42,1.45,30.78,31.12,32.6,74.75,74.3,30.2,31.16,69.5,600.01,1800,99.15
15:11:24,20200213,Lindsey,BNL17565,YES,1.02,76.07,1.37,30.64,30.96,32.58,100.04,98.91,30.43,31.51,70.8,600.02,1800,99.15
15:09:30,20200213,Lindsey,BNL17565,YES,2.15,94.81,1.44,30.71,31.04,32.56,149.89,147.59,30.03,31.04,69.5,600.02,1800,99.15
15:08:29,20200213,Lindsey,BNL17565,YES,4.23,114.24,1.4,30.63,30.98,32.56,224.94,220.5,30.34,31.27,70.4,600.02,1800,99.15
15:06:29,20200213,Lindsey,BNL17565,YES,5.93,141.79,1.39,30.73,31.05,32.54,300.02,293.82,30.66,31.56,70.6,600.01,1800,99.15
15:32:24,20200213,Lindsey,BNL17565,YES,5.47,156.07,1.38,30.7,31.05,32.25,400.01,394.33,31.16,31.69,71,600.02,1800,99.14
15:05:06,20200213,Lindsey,BNL17565,YES,8.53,160.04,1.45,30.8,31.11,32.57,399.78,390.9,30.23,31.12,69.3,600.03,1800,99.16
15:16:44,20200213,Lindsey,BNL17565,YES,9.67,196.72,1.44,30.77,31.05,32.72,399.88,389.72,29.88,31.09,69.4,600.02,1800,99.14
15:19:39,20200213,Lindsey,BNL17565,YES,11.61,203.85,1.45,30.83,31.08,32.72,474.75,462.62,29.94,31.03,69,600.01,1800,99.13
15:15:43,20200213,Lindsey,BNL17565,YES,9.4,211.63,1.39,30.68,30.98,32.7,400.03,390.13,30.15,31.38,70.4,600.01,1800,99.14
15:04:05,20200213,Lindsey,BNL17565,YES,8.38,219.62,1.39,30.67,30.99,32.59,400.07,391.22,30.24,31.38,70.4,600.02,1800,99.15
15:18:38,20200213,Lindsey,BNL17565,YES,9.73,219.83,1.37,30.69,30.96,32.73,400.16,389.9,30.22,31.53,70.7,600.02,1800,99.13
15:22:55,20200213,Lindsey,BNL17565,YES,14.86,233.91,1.44,30.88,31.12,32.59,674.73,659.3,30.4,31.23,69.2,600.03,1800,99.13
15:21:46,20200213,Lindsey,BNL17565,YES,12.96,305.52,1.38,30.71,30.95,32.65,575.02,561.37,30.2,31.37,70.2,600.02,1800,99.13
15:26:27,20200213,Lindsey,BNL17565,YES,19.68,389.91,1.4,30.79,31.06,32.48,999.95,979.48,30.67,31.45,70.1,600.02,1800,99.13
15:24:55,20200213,Lindsey,BNL17565,YES,16.38,423.35,1.38,30.65,30.94,32.53,800.1,782.86,30.3,31.36,70.4,600.02,1800,99.13
15:28:24,20200213,Lindsey,BNL17565,YES,24.88,629.98,1.39,30.74,30.98,32.39,1400.01,1374.03,30.57,31.35,70.1,600.01,1800,99.13
15:30:45,20200213,Lindsey,BNL17565,YES,28.33,948.91,1.38,30.75,30.99,32.28,1800.25,1770.46,30.71,31.51,70.4,600.02,1800,99.13
19:01:18,20200213,Derek,BNL17566,NO,-0.71,61.1,1.46,27.19,31.02,25.65,50.1,50.86,29.17,30.9,84.6,499.7,1800,99.05
18:59:56,20200213,Derek,BNL17566,NO,0.6,86.8,1.46,27.16,30.96,25.65,100,99.1,29.02,30.72,84.2,499.7,1800,99.05
18:58:34,20200213,Derek,BNL17566,NO,2.16,107,1.46,27.14,30.9,25.65,149.97,147.12,28.9,30.56,83.9,499.7,1799,99.06
18:57:12,20200213,Derek,BNL17566,NO,4.8,156,1.46,27.11,30.86,25.67,250.18,244.01,28.83,30.46,83.7,499.7,1800,99.06
18:55:50,20200213,Derek,BNL17566,NO,6.22,174,1.48,27.1,30.92,25.48,300.1,292.15,28.78,30.37,83.6,499.7,1801,99.06
18:53:00,20200213,Derek,BNL17566,YES,8.4,227,1.56,27.79,31.19,26.27,400.16,389.42,28.7,30.34,80.2,499.7,1800,99.07
18:54:28,20200213,Derek,BNL17566,NO,8.49,228,1.56,27.76,31.22,26.21,400.13,389.27,28.72,30.4,80.5,499.7,1800,99.06
18:51:19,20200213,Derek,BNL17566,YES,7.84,233,1.6,28.38,31.38,26.87,399.82,389.75,28.68,30.33,77.5,499.7,1801,99.07
19:03:06,20200213,Derek,BNL17566,YES,9.16,235,1.44,27.2,31.05,25.65,400.21,388.51,29.35,31.11,85.1,499.7,1800,99.05
19:04:28,20200213,Derek,BNL17566,YES,9.26,235,1.42,27.18,30.99,25.65,400.01,388.19,29.48,31.23,85.5,499.7,1799,99.05
19:05:50,20200213,Derek,BNL17566,NO,9.39,237,1.39,27.16,30.93,25.65,399.92,387.94,29.56,31.32,85.9,499.7,1800,99.05
18:37:07,20200213,Derek,BNL17566,YES,10.5,261,1.41,27.98,31,26.89,399.46,385.88,28.86,31.3,81.9,499.8,1799,99.09
19:20:56,20200213,Derek,BNL17566,YES,7.21,275,1.4,27.47,30.99,26.15,400.08,390.69,29.52,31.34,84.3,499.7,1799,99.02
19:07:51,20200213,Derek,BNL17566,NO,11.6,282,1.36,27.3,30.86,26,474.79,459.97,29.61,31.43,85.4,499.7,1799,99.04
19:09:26,20200213,Derek,BNL17566,NO,14.2,343,1.36,27.4,30.86,26.16,575.15,557.08,29.6,31.44,85,499.7,1801,99.04
19:10:54,20200213,Derek,BNL17566,NO,15.7,418,1.37,27.43,30.89,26.15,675.08,654.94,29.58,31.44,84.8,499.7,1799,99.04
19:12:20,20200213,Derek,BNL17566,NO,16.8,522,1.37,27.43,30.88,26.15,800.12,778.44,29.56,31.41,84.8,499.7,1801,99.04
19:14:18,20200213,Derek,BNL17566,NO,17.3,711,1.39,27.47,30.96,26.15,1000.2,977.58,29.54,31.43,84.6,499.7,1800,99.04
19:16:39,20200213,Derek,BNL17566,NO,17.9,1090,1.41,27.51,31.04,26.16,1399.88,1375.63,29.52,31.45,84.5,499.7,1799,99.03
19:19:01,20200213,Derek,BNL17566,YES,14,1540,1.41,27.49,31.01,26.16,1802.34,1782.13,29.5,31.36,84.3,499.7,1800,99.02
20:52:05,20200213,Derek,BNL17569,YES,-0.51,82.8,1.64,29.08,31.1,28.26,49.91,51.07,28.31,29.27,71.7,250.5,1201,98.93
20:50:33,20200213,Derek,BNL17569,YES,-0.25,115,1.63,29.04,31,28.27,99.99,100.51,28.25,29.18,71.6,250.5,1200,98.93
20:49:02,20200213,Derek,BNL17569,YES,0.04,143,1.6,28.96,30.87,28.26,149.92,149.69,28.21,29.08,71.7,250.5,1201,98.93
20:47:26,20200213,Derek,BNL17569,YES,0.61,199,1.61,28.9,30.91,28.1,249.98,248.3,28.19,29.07,71.9,250.5,1200,98.93
20:45:54,20200213,Derek,BNL17569,YES,0.88,226,1.6,28.85,30.86,28.11,300.03,297.65,28.16,29.01,72,250.5,1201,98.92
20:32:00,20200213,Derek,BNL17569,YES,1.8,250,1.63,29.25,30.95,28.66,400.28,396.4,28.31,29.01,70.3,300.1,1201,98.92
20:41:35,20200213,Derek,BNL17569,YES,1.78,251,1.71,29.13,31.24,28.03,399.98,395.35,28.12,29,70.8,250.5,1201,98.92
20:54:15,20200213,Derek,BNL17569,YES,2.12,251,1.63,29.07,31.06,28.26,400.2,394.72,28.35,29.34,71.9,250.5,1200,98.93
20:42:57,20200213,Derek,BNL17569,YES,1.72,255,1.66,28.82,31.05,27.79,399.97,395.51,28.13,28.98,72,250.5,1200,98.92
20:44:19,20200213,Derek,BNL17569,YES,1.68,260,1.62,28.75,30.92,27.79,399.92,395.54,28.14,28.99,72.4,250.5,1200,98.92
20:57:05,20200213,Derek,BNL17569,YES,2.03,262,1.57,29.04,30.82,28.46,400.15,394.89,28.32,29.32,72,250.5,1201,98.93
20:55:37,20200213,Derek,BNL17569,YES,1.84,271,1.6,29.03,30.95,28.26,399.96,395.15,28.35,29.35,72.1,250.5,1200,98.93
20:58:55,20200213,Derek,BNL17569,YES,2.62,306,1.58,29.34,30.87,28.93,474.91,468.12,28.23,29.29,70.6,250.5,1200,98.93
21:12:31,20200213,Derek,BNL17569,YES,0.34,356,1.74,29.59,30.99,29.24,399.77,398.66,27.29,28.02,66.6,250.5,1200,98.93
21:00:41,20200213,Derek,BNL17569,YES,3.09,369,1.59,29.36,30.85,28.93,575.12,567.11,28.12,29.15,70.2,250.5,1200,98.93
21:02:23,20200213,Derek,BNL17569,YES,3.39,447,1.61,29.53,30.86,29.24,675.15,666.33,27.98,29.02,69.2,250.5,1201,98.93
21:04:05,20200213,Derek,BNL17569,YES,3.58,547,1.63,29.56,30.89,29.24,800.17,790.78,27.84,28.85,68.7,250.5,1201,98.93
21:06:03,20200213,Derek,BNL17569,YES,3.22,749,1.65,29.57,30.9,29.24,999.99,991.31,27.68,28.63,68.2,250.5,1201,98.93
21:08:11,20200213,Derek,BNL17569,YES,3.6,1090,1.68,29.58,30.93,29.24,1399.88,1389.98,27.52,28.41,67.6,250.5,1200,98.93
21:10:22,20200213,Derek,BNL17569,YES,3.45,1460,1.71,29.58,30.95,29.24,1800.34,1790.59,27.36,28.16,67,250.5,1200,98.93
12:23:09,20200214,Mariano,BNL17570,NO,-0.48,59.8,1.4,29.61,30.86,29.47,49.9,50.42,29.88,31.1,73.9,500.7,1201,98.93
12:21:47,20200214,Mariano,BNL17570,NO,0.56,84,1.4,29.59,30.86,29.45,100.03,99.24,29.94,31.11,74,500.7,1201,98.92
12:20:25,20200214,Mariano,BNL17570,NO,1.75,101,1.4,29.49,30.87,29.27,150.26,148,29.99,31.08,74.3,500.7,1201,98.92
12:18:57,20200214,Mariano,BNL17570,NO,3.97,139,1.42,29.52,30.94,29.27,250.03,244.99,30.04,31.12,74.3,500.7,1201,98.92
12:17:35,20200214,Mariano,BNL17570,NO,4.98,159,1.43,29.54,30.99,29.28,300.16,293.87,30.08,31.14,74.3,500.7,1201,98.92
12:14:51,20200214,Mariano,BNL17570,YES,7.09,192,1.46,29.6,31.12,29.27,399.96,391.04,30.11,31.16,74,500.7,1200,98.92
12:13:29,20200214,Mariano,BNL17570,YES,7.16,196,1.48,29.84,31.21,29.59,400.1,391.08,30.12,31.22,73.1,500.7,1200,98.92
12:16:13,20200214,Mariano,BNL17570,NO,7.09,196,1.44,29.56,31.04,29.27,399.77,390.85,30.09,31.15,74.2,500.7,1201,98.92
12:24:51,20200214,Mariano,BNL17570,YES,8.42,214,1.39,29.76,30.85,29.84,400.14,389.5,29.77,31.13,73.3,500.7,1201,98.93
12:26:13,20200214,Mariano,BNL17570,YES,8.53,216,1.4,29.84,30.86,29.82,400.01,389.22,29.68,31.08,72.9,500.7,1201,98.93
12:27:35,20200214,Mariano,BNL17570,NO,8.83,220,1.4,29.88,30.84,30,399.95,388.77,29.57,31.05,72.6,500.7,1200,98.93
12:29:13,20200214,Mariano,BNL17570,NO,10.4,263,1.42,30.03,30.88,30.13,474.88,461.71,29.43,30.94,71.7,500.7,1200,98.93
12:42:00,20200214,Mariano,BNL17570,YES,1.33,297,1.62,29.66,31.08,29.51,399.88,398.09,28.92,29.38,69.6,500.7,1199,98.93
12:30:54,20200214,Mariano,BNL17570,NO,12.3,316,1.44,30.06,30.92,30.13,574.98,559.33,29.3,30.79,71.3,500.7,1200,98.93
12:32:24,20200214,Mariano,BNL17570,NO,13.5,370,1.48,30.08,31,30.13,674.7,657.61,29.22,30.63,70.8,500.7,1200,98.93
12:33:52,20200214,Mariano,BNL17570,NO,14.2,432,1.52,30.09,31.04,30.13,799.93,781.88,29.14,30.39,70.2,500.7,1200,98.93
12:35:38,20200214,Mariano,BNL17570,NO,14.4,538,1.56,30.1,31.11,30.13,1000.18,981.9,29.05,30.08,69.5,500.7,1200,98.93
12:38:00,20200214,Mariano,BNL17570,NO,14.4,697,1.62,29.89,31.16,29.65,1399.89,1381.61,28.95,29.64,69.3,500.7,1199,98.93
12:40:21,20200214,Mariano,BNL17570,YES,13.2,928,1.62,29.68,31.08,29.51,1799.75,1782.97,28.89,29.4,69.5,500.7,1199,98.93
6:42:11,20200214,Mariano,BNL17583,YES,-0.42,56.1,1.11,28.25,29.85,27.86,49.83,50.37,29.62,31.29,80.8,399.6,1400,99.38
6:40:49,20200214,Mariano,BNL17583,YES,0.38,91.1,1.12,28.26,29.89,27.83,99.86,99.12,29.65,31.32,80.8,399.6,1400,99.38
6:39:27,20200214,Mariano,BNL17583,YES,1.11,127,1.12,28.27,29.91,27.83,150.15,148.23,29.68,31.33,80.8,399.6,1400,99.38
6:38:05,20200214,Mariano,BNL17583,YES,2.36,203,1.13,28.28,29.95,27.83,250.07,246.12,29.72,31.36,80.8,399.6,1400,99.38
6:36:43,20200214,Mariano,BNL17583,YES,3.17,237,1.14,28.3,29.99,27.83,299.84,294.58,29.75,31.41,80.8,399.7,1400,99.38
6:33:50,20200214,Mariano,BNL17583,YES,4.66,303,1.16,28.23,30.09,27.59,400.12,392.48,29.78,31.36,81.1,399.7,1399,99.38
6:28:09,20200214,Mariano,BNL17583,YES,4.73,304,1.14,28.23,29.97,27.69,400.42,392.67,29.73,31.32,80.9,399.6,1400,99.38
6:35:12,20200214,Mariano,BNL17583,YES,4.51,312,1.14,28.3,30.04,27.87,399.95,392.49,29.78,31.47,81,399.7,1400,99.38
6:32:19,20200214,Mariano,BNL17583,YES,4.38,313,1.18,28.7,30.22,28.11,400.37,393.1,29.81,31.53,79.3,399.7,1400,99.38
6:46:55,20200214,Mariano,BNL17583,YES,3.82,329,1.14,28.54,29.94,28.26,400.17,393.71,29.43,31.25,79.3,399.7,1401,99.37
6:45:32,20200214,Mariano,BNL17583,YES,3.69,331,1.13,28.52,29.92,28.26,399.99,393.71,29.51,31.31,79.5,399.7,1401,99.37
6:44:10,20200214,Mariano,BNL17583,YES,3.64,332,1.11,28.4,29.84,28.11,399.92,393.74,29.56,31.33,80.1,399.7,1401,99.38
6:48:41,20200214,Mariano,BNL17583,YES,4.65,389,1.15,28.54,29.93,28.26,474.97,467.11,29.34,31.18,79.1,399.7,1401,99.36
6:50:28,20200214,Mariano,BNL17583,YES,5.27,477,1.15,28.54,29.94,28.26,574.72,565.73,29.25,31.11,78.9,399.7,1401,99.36
7:01:32,20200214,Mariano,BNL17583,YES,-7.51,519,1.2,28.62,30.1,28.26,400.83,411.31,29.24,31.1,78.6,399.8,1400,99.34
6:52:26,20200214,Mariano,BNL17583,YES,5.67,568,1.16,28.55,29.94,28.26,675.01,665.2,29.18,31.05,78.7,399.7,1401,99.36
6:54:09,20200214,Mariano,BNL17583,YES,5.66,691,1.17,28.56,29.98,28.26,800.14,790.09,29.14,31.05,78.7,399.7,1401,99.35
6:55:59,20200214,Mariano,BNL17583,YES,5.19,894,1.18,28.59,30.03,28.26,999.73,989.97,29.14,31.07,78.6,399.7,1400,99.35
6:58:00,20200214,Mariano,BNL17583,YES,5.24,1280,1.19,28.6,30.07,28.26,1400.04,1389.44,29.15,31.06,78.5,399.7,1400,99.35
7:00:20,20200214,Mariano,BNL17583,YES,5.45,1670,1.2,28.61,30.1,28.27,1799.78,1788.09,29.18,31.08,78.5,399.8,1400,99.34
15:50:05,20200214,Andy,BNL17584,NO,-0.49,59.9,1.19,28.32,29.84,28.26,49.75,50.41,29.16,30.49,78.4,400.2,1200,99.4
15:48:43,20200214,Andy,BNL17584,NO,0.5,86.2,1.19,28.13,29.84,27.9,100.16,99.28,29.22,30.5,79.3,400.3,1199,99.4
15:47:21,20200214,Andy,BNL17584,NO,1.3,116,1.2,28.15,29.9,27.9,149.85,147.71,29.26,30.55,79.3,400.2,1201,99.4
15:45:59,20200214,Andy,BNL17584,NO,3.1,171,1.22,28.17,29.99,27.9,250.1,245.13,29.31,30.6,79.3,400.3,1201,99.4
15:44:31,20200214,Andy,BNL17584,NO,3.88,199,1.24,28.21,30.08,27.9,300.09,293.88,29.31,30.61,79.2,400.2,1199,99.4
15:43:09,20200214,Andy,BNL17584,NO,5.47,255,1.27,28.42,30.21,27.94,399.9,391.17,29.32,30.62,78.3,400.3,1200,99.4
15:39:19,20200214,Andy,BNL17584,YES,5.31,265,1.24,28.46,30.08,28.25,400.14,391.64,29.25,30.57,78,400.2,1199,99.4
15:51:57,20200214,Andy,BNL17584,YES,5.56,265,1.19,28.37,29.85,28.25,400.22,391.34,29.21,30.54,78.3,400.2,1200,99.4
15:53:19,20200214,Andy,BNL17584,YES,5.47,267,1.2,28.48,29.89,28.41,399.99,391.24,29.17,30.52,77.7,400.3,1200,99.39
15:54:41,20200214,Andy,BNL17584,NO,5.45,268,1.2,28.49,29.89,28.4,399.95,391.23,29.11,30.48,77.6,400.2,1200,99.39
16:08:49,20200214,Andy,BNL17584,YES,4.48,292,1.27,28.65,30.04,28.56,400.08,392.77,28.77,30.24,76.2,400.2,1200,99.37
15:56:25,20200214,Andy,BNL17584,NO,6.66,316,1.2,28.49,29.86,28.41,474.97,464.33,29.05,30.43,77.5,400.2,1201,99.39
15:58:13,20200214,Andy,BNL17584,NO,7.76,392,1.21,28.58,29.87,28.56,574.96,562.5,28.96,30.38,76.9,400.2,1201,99.38
15:59:49,20200214,Andy,BNL17584,NO,8.69,469,1.22,28.59,29.87,28.57,675,661.01,28.9,30.32,76.7,400.2,1201,99.38
16:01:17,20200214,Andy,BNL17584,NO,9.29,579,1.22,28.6,29.88,28.56,800.27,785.18,28.87,30.29,76.6,400.2,1200,99.38
16:02:58,20200214,Andy,BNL17584,NO,9.86,763,1.23,28.61,29.9,28.56,1000.41,984.17,28.83,30.27,76.5,400.2,1199,99.37
16:04:59,20200214,Andy,BNL17584,NO,10.2,1150,1.23,28.62,29.94,28.56,1399.76,1382.41,28.85,30.31,76.5,400.2,1200,99.37
16:06:56,20200214,Andy,BNL17584,NO,11,1520,1.24,28.64,30,28.56,1800.14,1780.91,28.9,30.37,76.6,400.2,1200,99.37
15:19:08,20200214,Bernie,BNL17585,NO,-0.57,57,1,28.68,30.01,28.28,50.19,50.8,31.33,32.87,82.8,499.7,1200,99.42
15:17:46,20200214,Bernie,BNL17585,NO,0.59,90,1,28.67,29.99,28.28,99.89,99.03,31.3,32.82,82.7,499.8,1200,99.42
15:16:24,20200214,Bernie,BNL17585,NO,1.59,125,0.99,28.64,29.94,28.28,150.2,148.06,31.26,32.73,82.6,499.7,1200,99.42
15:14:53,20200214,Bernie,BNL17585,NO,3.43,196,0.98,28.6,29.86,28.28,250.22,245.75,31.24,32.65,82.6,499.8,1201,99.42
15:13:28,20200214,Bernie,BNL17585,NO,4.43,228,0.98,28.48,29.84,28.08,300.14,294.41,31.24,32.59,83,499.8,1201,99.42
15:10:25,20200214,Bernie,BNL17585,YES,6.11,296,1.02,28.5,29.97,27.96,400.02,392.15,31.23,32.55,82.9,499.8,1200,99.42
15:09:03,20200214,Bernie,BNL17585,YES,5.99,297,1.03,28.59,30.02,27.99,399.67,391.93,31.18,32.52,82.3,499.7,1200,99.42
15:11:47,20200214,Bernie,BNL17585,NO,6.09,297,1,28.45,29.88,27.96,400.06,392.21,31.24,32.55,83.1,499.7,1200,99.42
15:21:12,20200214,Bernie,BNL17585,YES,5.79,317,0.99,28.69,30.01,28.28,400.02,392.42,31.34,32.93,82.9,499.7,1200,99.42
15:22:34,20200214,Bernie,BNL17585,YES,5.84,318,0.99,28.71,30.05,28.28,400.1,392.43,31.38,33.02,83,499.8,1200,99.42
15:23:56,20200214,Bernie,BNL17585,NO,6.04,318,0.99,28.73,30.09,28.28,399.96,392.02,31.43,33.12,83.2,499.8,1199,99.42
14:51:15,20200214,Bernie,BNL17585,YES,3.94,322,1.32,29.27,30.93,27.96,400.13,394.78,30.39,31.93,77.5,499.8,1199,99.42
15:38:27,20200214,Bernie,BNL17585,YES,2.06,368,0.96,28.65,30.11,28.12,399.69,396.51,31.77,33.5,84.5,499.7,1200,99.41
15:25:45,20200214,Bernie,BNL17585,NO,7.27,379,0.99,28.76,30.15,28.28,475.03,465.46,31.49,33.24,83.3,499.8,1199,99.42
15:27:21,20200214,Bernie,BNL17585,NO,8.09,467,0.98,28.67,30.11,28.12,574.76,564.05,31.53,33.27,83.8,499.8,1200,99.42
15:29:07,20200214,Bernie,BNL17585,NO,8.63,560,0.97,28.63,30.07,28.12,674.68,663.14,31.56,33.29,84.1,499.8,1200,99.42
15:30:42,20200214,Bernie,BNL17585,NO,9.06,680,0.96,28.63,30.05,28.12,800.09,787.79,31.58,33.32,84.2,499.8,1201,99.41
15:32:43,20200214,Bernie,BNL17585,NO,9.22,876,0.96,28.63,30.05,28.12,1000.22,987.36,31.61,33.36,84.3,499.7,1201,99.42
15:35:02,20200214,Bernie,BNL17585,NO,9.8,1260,0.96,28.65,30.1,28.12,1399.82,1385.53,31.66,33.42,84.3,499.8,1200,99.42
15:37:09,20200214,Bernie,BNL17585,NO,10.2,1650,0.96,28.65,30.1,28.12,1799.84,1784.34,31.69,33.43,84.3,499.8,1200,99.42
15:40:13,20200214,Derek,BNL17586,NO,-0.74,56.7,1.07,28.13,30.01,27.41,49.98,50.75,29.95,32.16,83.6,499.7,1401,99.4
15:38:51,20200214,Derek,BNL17586,NO,0.9,88.3,1.08,28.13,30.03,27.41,99.87,98.57,29.89,32.06,83.3,499.7,1401,99.4
15:37:29,20200214,Derek,BNL17586,NO,2.79,116,1.08,28.13,30.01,27.41,149.83,146.16,29.85,31.97,83.1,499.7,1401,99.4
15:36:04,20200214,Derek,BNL17586,NO,5.52,183,1.09,28.12,29.99,27.41,250.13,242.98,29.8,31.88,82.9,499.7,1401,99.4
15:34:42,20200214,Derek,BNL17586,NO,7.11,214,1.09,28.13,30,27.41,300.14,290.98,29.77,31.84,82.8,499.7,1401,99.39
15:04:23,20200214,Derek,BNL17586,YES,4.07,244,1.57,28.91,31.29,27.43,398.37,393.12,29.45,30.33,75.3,499.7,1414,99.41
15:31:55,20200214,Derek,BNL17586,YES,9.95,280,1.13,28.21,30.12,27.41,400.11,387.3,29.68,31.82,82.3,499.7,1400,99.4
15:33:17,20200214,Derek,BNL17586,NO,9.84,281,1.11,28.16,30.05,27.41,400.08,387.43,29.72,31.83,82.6,499.7,1400,99.4
15:30:33,20200214,Derek,BNL17586,YES,9.47,285,1.15,28.46,30.22,27.6,399.96,387.72,29.64,31.83,81.2,499.7,1399,99.41
15:43:45,20200214,Derek,BNL17586,YES,9.37,303,1.03,28.14,29.99,27.41,400.05,387.86,30.07,32.42,84.2,499.7,1400,99.4
15:45:07,20200214,Derek,BNL17586,NO,9.44,303,1.03,28.15,30,27.41,400.03,387.75,30.12,32.49,84.4,499.7,1400,99.39
15:42:23,20200214,Derek,BNL17586,YES,9.01,304,1.05,28.14,30,27.41,400.23,388.48,30.02,32.35,84,499.7,1400,99.39
15:59:47,20200214,Derek,BNL17586,YES,7.59,309,1.03,28.25,29.85,27.72,399.75,389.82,30.09,32.11,82.9,499.7,1401,99.38
15:46:40,20200214,Derek,BNL17586,NO,11.3,358,1.03,28.15,29.99,27.41,474.95,460.28,30.17,32.52,84.5,499.7,1400,99.39
15:48:14,20200214,Derek,BNL17586,NO,13.1,439,1.02,28.14,29.97,27.41,574.91,557.82,30.19,32.52,84.5,499.7,1400,99.39
15:49:40,20200214,Derek,BNL17586,NO,14.3,526,1.02,28.14,29.96,27.41,675.14,656.41,30.2,32.52,84.5,499.7,1400,99.39
15:51:08,20200214,Derek,BNL17586,NO,14.7,643,1.02,28.12,29.93,27.41,800.23,780.68,30.2,32.49,84.5,499.7,1400,99.39
15:53:12,20200214,Derek,BNL17586,NO,14.9,835,1.01,28.09,29.86,27.41,1000.3,980.18,30.18,32.39,84.4,499.7,1400,99.39
15:55:29,20200214,Derek,BNL17586,NO,15.3,1220,1.02,28.25,29.87,27.72,1400.52,1379.04,30.12,32.32,83.4,499.7,1400,99.39
15:57:51,20200214,Derek,BNL17586,YES,12.8,1630,1.03,28.26,29.86,27.72,1800.85,1781.58,30.08,32.17,83,499.7,1401,99.39
10:39:04,20200214,Lindsey,BNL17587,YES,-0.3,54.49,1.24,31.26,31,31.62,49.97,50.21,31.66,32.77,71.4,600.03,600,99.59
10:37:55,20200214,Lindsey,BNL17587,YES,-0.16,76.44,1.23,31.23,30.99,31.59,74.96,75.04,31.82,32.87,71.8,600.02,600,99.59
10:36:50,20200214,Lindsey,BNL17587,YES,0.9,84.12,1.19,31.23,30.99,31.56,100,98.96,31.94,33.26,72.6,600.02,600,99.59
10:35:14,20200214,Lindsey,BNL17587,YES,1.85,120.02,1.2,31.26,31,31.52,150.07,148.01,31.82,33.22,72.4,600.02,600,99.6
10:33:40,20200214,Lindsey,BNL17587,YES,3.35,169.62,1.18,31.23,30.98,31.5,225.06,221.41,31.98,33.31,72.7,600.02,600,99.59
10:32:08,20200214,Lindsey,BNL17587,YES,4.95,212.59,1.2,31.27,31.02,31.45,300.03,294.7,32.03,33.27,72.5,600.01,600,99.59
10:28:56,20200214,Lindsey,BNL17587,YES,6.25,291.72,1.19,31.29,31,31.39,400.03,393.27,32.04,33.29,72.5,600.01,600,99.59
10:30:33,20200214,Lindsey,BNL17587,YES,6.35,296.6,1.21,31.31,31.03,31.42,400.06,393.15,31.82,33.2,72.1,600.01,600,99.58
10:57:55,20200214,Lindsey,BNL17587,YES,4.76,316.27,1.19,31.3,30.98,31.2,400.07,394.79,32.01,33.28,72.3,600.01,600,99.57
10:40:43,20200214,Lindsey,BNL17587,YES,5.35,322.35,1.19,31.28,31.01,31.66,400.09,394.09,31.75,33.33,72.6,600.01,600,99.59
10:44:05,20200214,Lindsey,BNL17587,YES,5.16,325.76,1.19,31.28,30.99,31.68,400.01,394.19,31.64,33.25,72.4,600.01,600,99.58
10:42:20,20200214,Lindsey,BNL17587,YES,4.77,329.8,1.19,31.28,30.99,31.67,399.99,394.58,31.7,33.28,72.5,600.01,600,99.59
10:45:36,20200214,Lindsey,BNL17587,YES,6.4,385.61,1.18,31.29,30.98,31.66,475.09,467.9,31.63,33.28,72.4,600,600,99.59
10:47:15,20200214,Lindsey,BNL17587,YES,7.35,466.94,1.2,31.33,30.99,31.63,574.99,566.72,31.57,33.16,72,600.01,600,99.59
10:48:45,20200214,Lindsey,BNL17587,YES,7.97,555.71,1.2,31.36,31.02,31.59,675.03,665.99,31.68,33.24,72,600.01,600,99.59
10:50:23,20200214,Lindsey,BNL17587,YES,8.16,671.87,1.2,31.31,30.98,31.55,800.02,790.63,31.67,33.17,72.1,600.01,600,99.59
10:52:10,20200214,Lindsey,BNL17587,YES,7.82,874.24,1.19,31.31,30.98,31.48,1000.07,990.69,31.66,33.19,72.1,600.01,600,99.58
