obs,Curve,time,elapsed,date,TIME,E,A,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,blfa_1,blfa_2,blfa_3,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Heatx_setpoint,CO2_r_setpoint,H2O_r_setpoint,SS_s,SS_r,MatchH2O,MatchCO2,MatchValveR,MatchValveS
13,c4,1499740620,942,20170711 10:36:59,1499740619,0.002641376,28.63538469,874.5632071,87.3715318,145.9593551,0.088144868,2.259686624,0.086278328,0.054088364,247.8387801,34.88350239,34.7693,5.576610523,49.74653502,2.643954199,5.31485097,2.932656324,-0.041445035,0.046525682,3.472553781,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.483185,28.63538469,#DIV/0!,#DIV/0!,0.023436757,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.98,1264.483185,0.84300003,0.19600006,1499740619,1461.01,1500,26.4652,23.3797,500.043,99.803,0.10005,33.9053,34.7693,999.9,10014.4,0,1060.24,1499.98,0.899999,0.100001,0,778.723,5.00027,11750.4,47.625,49.5,48.312,49.562,49.875,780.1280385,-10.66936753,-161.0837607,11769.47308,15,2,428.087,836.604,30.0017,36.6554,30.0002,36.509,36.4546,69.8911,46.4026,0,30,1500,23.2971,97.5616,98.9681,-0.061,14.38,100,100
1,c5,1499741025,0,20170711 10:43:45,1499741025,0.004780755,12.58169895,244.1940991,24.39491158,38.22920872,0.168436294,2.258196122,0.161754958,0.101675057,247.8387801,34.14797034,34.5119,5.497481066,50.24511789,2.665523176,5.305039153,2.83195789,-0.041404763,0.046480474,3.469884758,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.483185,12.58169895,#DIV/0!,#DIV/0!,0.010740909,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.98,1264.483185,0.84300003,0.19600006,1499741025,382.676,399.969,26.682,21.0983,500.012,99.7997,0.0999768,33.8722,34.5119,999.9,10005,0,833.392,1499.98,0.899999,0.100001,0,1216.65,5.00027,18229.4,47.812,49.312,48.5,49.375,50,1232.632692,-133.1887178,-1966.635895,18466.21154,15,2,483.235,827.838,30.0013,36.8527,30.0005,36.7173,36.6683,23.7554,50.9991,0,30,400,21.0579,97.5144,98.9307,0.01,14.482,100,100
2,c5,1499741098,72.9000001,20170711 10:44:58,1499741098,0.004741228,7.708167426,200.4649735,20.02621859,28.88155424,0.165651452,2.258091904,0.159184374,0.100050238,247.863649,34.15825809,34.5564,5.511090973,50.09820673,2.657299191,5.304180259,2.853791782,-0.041401948,0.046477314,3.469698163,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.60968,7.708167426,#DIV/0!,#DIV/0!,0.006886052,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.13,1264.60968,0.84300006,0.19600012,1499741098,289.108,300.003,26.5999,21.0616,499.985,99.7989,0.0999414,33.8693,34.5564,999.9,10004.4,0,805.025,1500.13,0.899998,0.100002,0,1122.64,5.00027,16832.5,47.875,49.312,48.5,49.312,50,1128.586923,-47.92136753,-716.9299145,16916.97692,15,2,483.41,826.819,30.0002,36.9073,30.0005,36.7713,36.7227,18.7136,50.9991,0,30,300,21.067,97.495,98.9193,0.01,14.482,100,100
3,c5,1499741171,145.5,20170711 10:46:10,1499741170,0.004714229,2.333757503,163.9372818,16.37702379,19.59011829,0.163755493,2.258753689,0.157434342,0.098944064,247.8407318,34.20936944,34.6213,5.530992536,50.07362861,2.662304478,5.316779614,2.868688059,-0.041419825,0.046497382,3.470883103,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.499627,2.333757503,#DIV/0!,#DIV/0!,0.002636424,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500,1264.499627,0.842999751,0.195999055,1499741170,196.101,200.011,26.6502,21.1437,499.983,99.7981,0.100005,33.9118,34.6213,999.9,10008.8,0,804.684,1500,0.900017,0.0999833,0,1086.67,5.00027,16282.4,47.937,49.312,48.562,49.312,50.062,1089.395385,-22.16683763,-333.5179489,16326.89231,15,2,483.558,825.841,30.0004,36.972,30.0006,36.8286,36.7806,13.4424,51.2741,0,30,200,21.0561,97.4855,98.9082,0.01,14.482,100,100
4,c5,1499741245,219.5,20170711 10:47:24,1499741244,0.004657263,-2.851825452,126.5185457,12.63855456,10.27248989,0.161902185,2.254577603,0.15570942,0.097855046,247.863649,34.19309744,34.6155,5.52921143,50.20333765,2.663886695,5.306194409,2.865324734,-0.041307097,0.046370835,3.463408071,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.60968,-2.851825452,#DIV/0!,#DIV/0!,-0.001464345,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.13,1264.60968,0.84300006,0.19600012,1499741244,102.833,99.9854,26.6669,21.227,499.98,99.7949,0.099977,33.8761,34.6155,999.9,9981.88,0,781.124,1500.13,0.899998,0.100002,0,1075.39,5.00027,16094.5,47.875,49.25,48.562,49.187,50.062,1076.585769,-10.15897437,-157.025641,16111.46923,15,2,483.613,824.867,29.9999,37.0391,30.0004,36.8958,36.8448,7.97604,49.8386,0,30,100,21.1396,97.4705,98.8906,0.01,14.482,100,100
5,c5,1499741313,287.5,20170711 10:48:32,1499741312,0.004636095,-5.166355246,105.3954011,10.52860175,5.580961837,0.160038604,2.254117265,0.15398353,0.096764643,247.8504308,34.21732036,34.6491,5.539536491,49.99229174,2.655251411,5.311321643,2.88428508,-0.041294682,0.046356898,3.462584425,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.54224,-5.166355246,#DIV/0!,#DIV/0!,-0.003294754,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.05,1264.54224,0.84300006,0.19600012,1499741312,55.8676,49.9785,26.5801,21.1644,499.976,99.7962,0.100016,33.8934,34.6491,999.9,9978.75,0,770.583,1500.05,0.899998,0.100002,0,1073.8,5.00027,16050.1,47.875,49.125,48.562,49.125,50,1074.058462,-2.043076927,-57.63760687,16056.37308,15,2,483.608,823.865,30.0013,37.0896,30.0005,36.945,36.8946,5.22052,50.1022,0,30,50,21.2024,97.4585,98.881,0.01,14.482,100,100
6,c5,1499741378,352.5,20170711 10:49:37,1499741377,0.004579115,-6.352099308,90.9899293,9.08955307,2.745149054,0.158298798,2.2541188,0.152372041,0.095746533,247.8537353,34.23150119,34.6558,5.54159736,50.14681185,2.662774604,5.309957912,2.878822757,-0.041294723,0.046356944,3.46258717,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.5591,-6.352099308,#DIV/0!,#DIV/0!,-0.004232384,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.07,1264.5591,0.84300006,0.19600012,1499741377,27.48,20.0076,26.6554,21.3063,499.941,99.7963,0.0999538,33.8888,34.6558,999.9,9978.75,0,794.308,1500.07,0.899998,0.100002,0,1076.52,5.00027,16072.3,47.875,49.125,48.562,49.125,50.062,1076.129231,1.515897434,7.425641043,16071.22308,15,2,483.674,823.653,30.0005,37.1358,30.0004,36.9951,36.9453,3.59248,50.1067,0,30,20,21.223,97.4446,98.8704,0.01,14.482,100,100
7,c5,1499741453,427.5,20170711 10:50:52,1499741452,0.004516109,12.22830058,239.5772804,23.93320386,38.28417048,0.156855265,2.261610298,0.151052486,0.094911275,247.8090391,34.20982873,34.5811,5.51865787,50.09857174,2.654130331,5.297816363,2.864527538,-0.041497046,0.046584069,3.475999533,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.331445,12.22830058,#DIV/0!,#DIV/0!,0.010462684,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.8,1264.331445,0.84300003,0.19600006,1499741452,383.234,399.985,26.5685,21.2931,499.995,99.7977,0.0999356,33.8478,34.5811,999.9,10027.5,0,542.313,1499.8,0.899999,0.100001,0,1030.03,5.00027,15453.9,47.875,49.125,48.5,49.062,50.062,1031.581154,-11.92102565,-172.7350429,15475.88846,15,2,483.814,824.031,29.9989,37.1894,30.0003,37.049,36.9974,23.7931,49.7938,0,30,400,21.3412,97.4386,98.8609,0.01,14.482,100,100
8,c5,1499741513,487.9000001,20170711 10:51:53,1499741513,0.004477255,12.49032762,234.6841021,23.44484535,38.25345072,0.15460789,2.256468788,0.148954636,0.093587348,247.8456887,34.26331418,34.6506,5.539997822,50.10715782,2.660475904,5.309572565,2.879521917,-0.041358123,0.046428117,3.46679253,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.524916,12.49032762,#DIV/0!,#DIV/0!,0.010668297,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.03,1264.524916,0.842999751,0.195999055,1499741513,382.919,399.963,26.6315,21.4024,500.05,99.7995,0.100089,33.8875,34.6506,999.9,9993.75,0,692.694,1500.03,0.900017,0.0999833,0,1024.4,5.00027,15382.4,47.875,49.062,48.5,49.125,50,1025.042692,-3.383589754,-32.94358979,15385.76154,15,2,483.79,824.174,30,37.2143,30.0001,37.0764,37.025,23.7985,49.2453,0,30,400,21.3895,97.4337,98.8598,0.01,14.482,100,100
9,c5,1499741585,559.5,20170711 10:53:04,1499741584,0.00443755,22.20594254,309.4225469,30.91172118,56.97442268,0.152917925,2.259369546,0.147392031,0.092599863,247.8438217,34.30399426,34.6608,5.543135757,49.9983069,2.658863668,5.317907411,2.884272089,-0.041436466,0.046516063,3.471985935,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.50852,22.20594254,#DIV/0!,#DIV/0!,0.018351749,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.01,1264.50852,0.84300006,0.19600012,1499741584,570.307,599.992,26.6149,21.4314,499.984,99.8013,0.100021,33.9156,34.6608,999.9,10012.5,0,593.918,1500.01,0.899998,0.100002,0,1016.45,5.00027,15286,47.875,49.125,48.5,49.125,50,1015.61,5.913846165,100.0786326,15273.70385,15,2,483.806,824.3,30.0012,37.2315,30.0002,37.1002,37.0515,33.2833,49.2453,0,30,600,21.3895,97.4343,98.8617,0.01,14.482,100,100
10,c5,1499741664,638.5,20170711 10:54:23,1499741663,0.004374447,30.41643837,399.7031271,39.93125804,75.87529035,0.151194094,2.257653769,0.145785767,0.091585903,247.8667412,34.27059394,34.6018,5.525006313,49.98353044,2.649988185,5.301722712,2.875018127,-0.041390116,0.046464031,3.468913748,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.618875,30.41643837,#DIV/0!,#DIV/0!,0.024842614,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.14,1264.618875,0.84300057,0.19600114,1499741663,759.495,799.984,26.5258,21.4154,499.97,99.8023,0.0999908,33.861,34.6018,999.9,10001.2,0,474.203,1500.14,0.899981,0.100019,0,1019.55,5.00027,15348.5,47.875,49.125,48.5,49,50,1019.138077,3.056752152,48.36239307,15340.42308,15,2,483.817,824.408,29.9984,37.2702,30.0002,37.1447,37.0948,42.173,48.9532,0,30,800,21.5342,97.426,98.8506,0.01,14.482,100,100
11,c5,1499741761,735.5,20170711 10:56:00,1499741760,0.004259789,36.03193111,514.2075722,51.3727328,95.10119721,0.14756664,2.259450975,0.142413899,0.08945665,247.8737773,34.29481647,34.6054,5.526111038,50.21320103,2.660203181,5.297816363,2.865907857,-0.041438666,0.046518533,3.47213176,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.668226,36.03193111,#DIV/0!,#DIV/0!,0.029281934,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.2,1264.668226,0.842999751,0.195999055,1499741760,951.901,1000,26.6269,21.6518,500.054,99.8066,0.100005,33.8478,34.6054,999.9,10012.5,0,466.553,1500.2,0.900017,0.0999833,0,1030.07,5.00027,15504.3,47.75,48.937,48.437,48.937,49.937,1031.012692,-6.962393168,-109.9965813,15514.13077,15,2,483.721,824.401,29.9991,37.2983,29.9999,37.1806,37.129,50.5756,49.2333,0,30,1000,21.5518,97.4186,98.8465,0.01,14.482,100,100
12,c5,1499741865,839.5,20170711 10:57:44,1499741864,0.004170814,38.48388515,663.2925448,66.26578932,114.6961513,0.14370546,2.254241555,0.138803143,0.087178486,247.8239096,34.34265981,34.6548,5.541289726,50.20757572,2.66257995,5.303143823,2.878709775,-0.041298034,0.046360661,3.462806801,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.407315,38.48388515,#DIV/0!,#DIV/0!,0.031227188,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.89,1264.407315,0.84300003,0.19600006,1499741864,1148.06,1199.99,26.6513,21.7794,499.968,99.8043,0.100018,33.8658,34.6548,999.9,9978.75,0,454.586,1499.89,0.899999,0.100001,0,1031.34,5.00027,15515.7,47.75,48.937,48.375,48.937,49.875,1032.661154,-11.28581197,-173.6854701,15537.29615,15,2,483.725,824.284,29.9997,37.2948,30.0001,37.1909,37.1463,58.5958,48.6639,0,30,1200,21.6758,97.4193,98.8491,0.01,14.482,100,100
13,c5,1499741959,933.5,20170711 10:59:18,1499741958,0.004124222,40.06132558,923.1516502,92.22692003,144.3368949,0.141982898,2.256544018,0.137200004,0.086166304,247.8305187,34.34329555,34.6418,5.537291825,50.14874487,2.657337394,5.298911072,2.87995443,-0.041360154,0.046430396,3.466927185,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.441035,40.06132558,#DIV/0!,#DIV/0!,0.032473895,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.93,1264.441035,0.84300003,0.19600006,1499741958,1444.75,1499.97,26.5988,21.7817,500.034,99.8044,0.100009,33.8515,34.6418,999.9,9993.75,0,453.361,1499.93,0.899999,0.100001,0,1036.05,5.00027,15581,47.75,49,48.375,48.937,49.875,1037.415,-13.87452991,-210.3384615,15608.26923,15,2,483.863,824.096,30.001,37.3017,30.0001,37.2016,37.1602,69.9989,48.932,0,30,1500,21.7267,97.4177,98.8473,0.01,14.482,100,100
1,c6,1499745501,0,20170711 11:58:20,1499745500,0.008062765,19.13240317,253.0316294,25.27168707,37.29335116,0.306378852,2.258408015,0.285019788,0.179932155,247.8355603,33.81301612,34.3911,5.460682738,49.76403717,2.751512992,5.529119317,2.709169745,-0.041410487,0.046486899,3.470264148,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.46637,19.13240317,#DIV/0!,#DIV/0!,0.01592166,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.96,1264.46637,0.84300006,0.19600012,1499745500,373.398,399.97,27.5494,18.1405,499.993,99.7756,0.100005,34.6152,34.3911,999.9,10008.8,0,1240.64,1499.96,0.899998,0.100002,0,979.015,5.00027,14996.5,50.187,52.187,50.937,52,52.25,976.5582692,20.10129916,292.1299146,14959.90769,15,2,492.526,787.704,30.0024,38.7786,29.9999,38.6722,38.6301,23.694,64.3071,0,30,400,18.2973,97.1628,98.6281,-0.073,14.782,100,100
2,c6,1499745573,72,20170711 11:59:32,1499745572,0.007605356,12.40029546,197.1029143,19.68559561,28.21829981,0.282149163,2.258394187,0.263927009,0.166493401,247.8355603,33.97361902,34.5591,5.511917684,49.7621188,2.752996334,5.532313334,2.758921351,-0.041410113,0.04648648,3.470239389,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.46637,12.40029546,#DIV/0!,#DIV/0!,0.010597589,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.96,1264.46637,0.84300006,0.19600012,1499745572,282.537,299.995,27.5645,18.6901,500.026,99.7747,0.100006,34.6256,34.5591,999.9,10008.8,0,1235.73,1499.96,0.899998,0.100002,0,952.528,5.00027,14588.9,50.25,52.187,50.937,52,52.312,952.4916538,-1.79217094,-28.82051287,14593.85385,15,2,492.746,787.258,29.9994,38.7583,30.0001,38.6509,38.6116,18.6232,64.3189,0,30,300,18.7609,97.1617,98.6256,-0.073,14.782,100,100
3,c6,1499745643,142.4000001,20170711 12:00:43,1499745643,0.007246476,4.777537727,154.0770042,15.38829208,19.23404124,0.264647177,2.254355022,0.248519424,0.156691685,247.8372125,34.11222017,34.6823,5.549755093,49.80545998,2.758700614,5.538952187,2.791054479,-0.041301094,0.046364096,3.463009816,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.4748,4.777537727,#DIV/0!,#DIV/0!,0.00456912,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.97,1264.4748,0.84300006,0.19600012,1499745643,192.583,199.993,27.6218,19.1636,499.845,99.7742,0.0998348,34.6472,34.6823,999.9,9982.5,0,1210.71,1499.97,0.899998,0.100002,0,910.164,5.00027,13960.8,50.187,52.187,50.937,52,52.312,911.2666538,-9.606051294,-148.1675214,13979.90385,15,2,492.476,787.103,30,38.7471,30,38.6355,38.5962,13.3072,63.7636,0,30,200,19.2297,97.1644,98.625,-0.073,14.782,100,100
4,c6,1499745715,214.4000001,20170711 12:01:55,1499745715,0.007024862,-2.603601102,114.5078704,11.43660615,10.2138353,0.253566555,2.257251372,0.238738252,0.150471359,247.8736035,34.21672991,34.7902,5.583078802,49.87137997,2.767078945,5.548430677,2.815999857,-0.04137925,0.046451833,3.468193372,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.667533,-2.603601102,#DIV/0!,#DIV/0!,-0.001268002,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.2,1264.667533,0.842999289,0.195999025,1499745715,102.265,100.003,27.7051,19.5097,500.054,99.7761,0.100058,34.678,34.7902,999.9,10001.2,0,1237.56,1500.2,0.900015,0.0999847,0,877.539,5.00027,13479.6,50.125,52.125,50.937,52,52.25,878.8360769,-9.389880346,-133.1452992,13494.66538,15,2,492.681,786.481,30.0005,38.7321,30.0001,38.6169,38.5777,7.77979,63.7636,0,30,100,19.3801,97.1672,98.6299,-0.073,14.782,100,100
5,c6,1499745783,282.4000001,20170711 12:03:03,1499745783,0.007035568,-5.973994973,93.28848802,9.317160696,5.665233131,0.250857659,2.258395723,0.236341654,0.148947694,247.8140806,34.2567018,34.902,5.617790319,49.79402959,2.769495749,5.561903247,2.84829457,-0.041410155,0.046486527,3.47024214,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.35678,-5.973994973,#DIV/0!,#DIV/0!,-0.003934012,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.83,1264.35678,0.84300006,0.19600012,1499745783,56.7234,50.0325,27.7297,19.5199,499.925,99.7748,0.0999101,34.7217,34.902,999.9,10008.8,0,1236.03,1499.83,0.899998,0.100002,0,864.304,5.00027,13275.4,50.187,52.187,50.937,52,52.312,865.1728846,-6.744170927,-91.30256398,13288.4,15,2,492.417,785.706,30.0014,38.7395,30.0002,38.6169,38.5783,4.98722,64.627,0,30,50,19.4585,97.1629,98.6275,-0.073,14.782,100,100
6,c6,1499745849,348,20170711 12:04:08,1499745848,0.006983421,-7.806043169,79.37637791,7.927957286,2.912743368,0.249016461,2.258812459,0.234708711,0.147909888,247.865386,34.26187565,34.8809,5.611224896,49.73113251,2.764094877,5.55807748,2.847130019,-0.041421413,0.046499165,3.470988339,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.618155,-7.806043169,#DIV/0!,#DIV/0!,-0.005381896,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.14,1264.618155,0.84300009,0.19600018,1499745848,29.163,20.0399,27.6747,19.5263,499.987,99.778,0.100043,34.7093,34.8809,999.9,10011.2,0,1237.67,1500.14,0.899997,0.100003,0,861.87,5.00027,13233.1,50.25,52.187,51,52.062,52.375,861.7965385,0.016273511,-4.7247864,13232.40769,15,2,492.566,784.855,30.0005,38.7621,30.0002,38.6318,38.5894,3.3348,65.1741,0,30,20,19.5536,97.1596,98.6197,-0.073,14.782,100,100
7,c6,1499745923,422.4000001,20170711 12:05:23,1499745923,0.006953701,18.63979163,234.3307285,23.40388682,37.40974783,0.249194316,2.260702874,0.234877994,0.148016426,247.8471262,34.26912716,34.8541,5.602895491,49.84422698,2.769965689,5.557244753,2.832929802,-0.041472506,0.046556522,3.474373977,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.52538,18.63979163,#DIV/0!,#DIV/0!,0.015531354,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.03,1264.52538,0.84300006,0.19600012,1499745923,374.564,400.061,27.7342,19.62,499.927,99.7755,0.0999494,34.7066,34.8541,999.9,10023.8,0,1213.49,1500.03,0.899998,0.100002,0,902.485,5.00027,13838,50.187,52.125,50.937,52.062,52.312,902.6712692,-5.55846154,-101.5350428,13840.60385,15,2,492.508,785.756,29.9978,38.7695,29.9999,38.628,38.5783,23.7327,65.4578,0,30,400,19.5757,97.1589,98.6232,-0.073,14.782,100,100
8,c6,1499745984,482.9000001,20170711 12:06:23,1499745983,0.006770136,18.77300559,228.6611861,22.83811745,37.39654916,0.239990753,2.256227575,0.226657262,0.142796983,247.8518706,34.36121257,34.9078,5.619596202,49.60189638,2.761474235,5.567275522,2.858121966,-0.041351613,0.046420808,3.466360791,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.543005,18.77300559,#DIV/0!,#DIV/0!,0.015636483,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.05,1264.543005,0.84300057,0.19600114,1499745983,374.424,399.994,27.6486,19.7489,499.99,99.7775,0.100043,34.7391,34.9078,999.9,9994.38,0,1210.53,1500.05,0.899981,0.100019,0,931.405,5.00027,14252.5,50.125,52.062,50.875,52,52.312,928.0621538,28.51117949,410.4376069,14201.98077,15,2,492.465,786.011,30.0001,38.7509,30,38.6095,38.5636,23.7334,65.4578,0,30,400,19.8089,97.1663,98.6293,-0.073,14.782,100,100
9,c6,1499746055,554.4000001,20170711 12:07:35,1499746055,0.006459838,31.89709922,302.7350367,30.23526009,55.67098362,0.22831154,2.252045087,0.216187897,0.136153024,247.872125,34.47607375,34.9377,5.628913847,49.72051965,2.770106184,5.571354049,2.858807663,-0.041238827,0.046294196,3.458877673,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.659796,31.89709922,#DIV/0!,#DIV/0!,0.026012608,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.19,1264.659796,0.842999751,0.195999055,1499746055,557.414,600.016,27.7361,20.1985,499.947,99.7737,0.0999731,34.7523,34.9377,999.9,9967.5,0,1228.5,1500.19,0.900017,0.0999833,0,1035.23,5.00027,15806.5,50.125,52.062,50.875,51.875,52.25,1032.234231,23.4109402,359.569231,15759.82308,15,2,492.341,786.507,29.9997,38.7433,30.0001,38.6058,38.5608,33.3295,64.8984,0,30,600,20.277,97.1665,98.6279,-0.073,14.782,100,100
10,c6,1499746129,628,20170711 12:08:48,1499746128,0.006246683,43.02032058,387.9744884,38.74955377,74.18830208,0.219597748,2.256690474,0.208379275,0.131197205,247.8519984,34.567877,34.975,5.640556354,49.70647295,2.772613006,5.577971725,2.867943347,-0.041364107,0.046434834,3.467189332,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.550625,43.02032058,#DIV/0!,#DIV/0!,0.034811039,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.06,1264.550625,0.84300003,0.19600006,1499746128,742.8,799.993,27.7604,20.4724,499.995,99.7765,0.100051,34.7737,34.975,999.9,9997.5,0,1218.47,1500.06,0.899999,0.100001,0,1118.66,5.00027,17075.5,50.125,52.062,50.875,51.937,52.25,1116.107308,18.94461538,307.757265,17035.37308,15,2,492.168,786.893,30,38.7471,30.0001,38.6095,38.5636,42.3153,65.1918,0,30,800,20.5411,97.1665,98.629,-0.073,14.782,100,100
11,c6,1499746213,712,20170711 12:10:12,1499746212,0.006028093,51.3779602,491.5296791,49.09084495,93.03636533,0.21140982,2.256837517,0.200991659,0.126513022,247.8239118,34.64269394,34.9998,5.648308795,49.81756359,2.779302877,5.578961871,2.869005917,-0.041368077,0.04643929,3.467452538,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.407616,51.3779602,#DIV/0!,#DIV/0!,0.041424901,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.89,1264.407616,0.843000231,0.196000015,1499746212,931.541,999.931,27.8282,20.796,500.015,99.7736,0.100013,34.7769,34.9998,999.9,9998.75,0,1206.77,1499.89,0.900001,0.0999993,0,1160.55,5.00027,17722.4,50.062,52.062,50.875,51.875,52.187,1158.919231,11.2437607,160.6940171,17702.72692,15,2,492.061,787.593,29.9999,38.7523,30,38.6132,38.5673,50.8258,64.9195,0,30,1000,20.7747,97.1663,98.6245,-0.073,14.782,100,100
12,c6,1499746299,798.4000001,20170711 12:11:39,1499746299,0.005873827,57.96929395,611.0909889,61.03169566,112.1088184,0.205807892,2.259612985,0.195932183,0.123305408,247.8586075,34.71422804,35.0256,5.656383661,49.93247821,2.788883009,5.585308619,2.867500652,-0.041443045,0.046523448,3.472421901,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.584345,57.96929395,#DIV/0!,#DIV/0!,0.046631365,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.1,1264.584345,0.84300003,0.19600006,1499746299,1122.51,1199.98,27.9242,21.0729,500.034,99.7733,0.100036,34.7974,35.0256,999.9,10016.9,0,1187.58,1500.1,0.899999,0.100001,0,1168.9,5.00027,17870.3,50.125,52.062,50.875,51.937,52.187,1167.991154,3.663247853,52.28717949,17859.07692,15,2,491.97,788.227,30.0017,38.7498,30.0004,38.6122,38.5698,58.957,64.333,0,30,1200,20.9363,97.1658,98.6283,-0.073,14.782,100,100
