File Name:,NGEEArctic_BNL_leaf_C_N_LMA_2012-2016,,,,,,,,,,,,
Contact:,"Alistair Rogers, arogers@bnl.gov, +1 631 344 2948",,,,,,,,,,,,
BNL1194,20130721,ARLA2,450.3,27,53.33,24.02,1.44,16.68,,,,,
BNL1195,20130721,ARLA2,450.5,24.4,49.52,22.31,1.21,18.46,,,,,
BNL1196,20130721,ARLA2,443.3,23.3,45.96,20.38,1.07,19.03,,,,,
BNL1197,20130721,ARLA2,454.9,25.1,45.88,20.87,1.15,18.12,,,,,
BNL1199,20130721,ARLA2,453,25.6,55.24,25.02,1.41,17.7,,,,,
BNL1201,20130721,ARLA2,447.4,22.4,50.2,22.46,1.12,19.97,,,,,
BNL1203,20130721,ARLA2,462.1,24,46.27,21.38,1.11,19.25,,,,,
BNL1213,20130721,ARLA2,444.3,23.1,46.49,20.65,1.07,19.23,,,,,
BNL1215,20130721,ARLA2,447.1,21.6,42.86,19.16,0.93,20.7,,,,,
BNL1198,20130722,ARFU2,452.5,18.4,63.33,28.66,1.17,24.59,,,,,
BNL1200,20130722,ARFU2,447.7,19.3,65.49,29.32,1.26,23.2,,,,,
BNL1202,20130722,ARFU2,448.9,19.7,50.42,22.63,0.99,22.79,,,,,
BNL1204,20130722,ARFU2,449.2,14.3,70.11,31.49,1,31.41,,,,,
BNL1205,20130722,ARFU2,459.5,18.6,67.08,30.82,1.25,24.7,,,,,
BNL1207,20130722,ARFU2,438.1,15.1,76.89,33.69,1.16,29.01,,,,,
BNL1208,20130722,ARFU2,461.4,22.7,51.56,23.79,1.17,20.33,,,,,
BNL1209,20130722,ARFU2,457.7,19.6,69.09,31.62,1.35,23.35,,,,,
BNL1210,20130722,ARFU2,453.7,19,70.86,32.15,1.35,23.88,,,,,
BNL1211,20130722,ARFU2,460.7,21.3,66.26,30.53,1.41,21.63,,,,,
BNL1217,20130722,ARFU2,464.9,23.1,63.66,29.59,1.47,20.13,,,,,
BNL1219,20130722,ARFU2,461,17,74.67,34.42,1.27,27.12,,,,,
BNL1221,20130722,ARFU2,464.6,20.1,62.96,29.25,1.27,23.11,,,,,
BNL1223,20130722,ARFU2,473.5,22.4,53.78,25.46,1.2,21.14,,,,,
BNL1225,20130722,ARFU2,463.5,24.5,60.44,28.02,1.48,18.92,,,,,
BNL1227,20130722,ARFU2,482.7,21.7,63.06,30.44,1.37,22.24,,,,,
BNL1212,20130724,PEFR5,445.4,39.5,49.55,22.07,1.96,11.28,,,,,
BNL1214,20130724,SAPU15,521.1,31,79.18,41.26,2.45,16.81,,,,,
BNL1216,20130724,ERAN6,489.1,23.1,72.48,35.45,1.67,21.17,,,,,
BNL1218,20130724,CAAQ,475.4,23.9,60.76,28.89,1.45,19.89,,,,,
BNL1220,20130724,DUFI,473.4,16.3,87.57,41.45,1.43,29.04,,,,,
BNL1222,20130724,VAVI,510.5,13.1,-9999,-9999,-9999,38.97,,,,,
BNL1224,20130724,ARFU2,459.2,24.6,47.22,21.68,1.16,18.67,,,,,
BNL1226,20130724,ARLA2,470.3,32.7,51.56,24.25,1.69,14.38,,,,,
BNL1228,20130724,CAAQ,464.2,24.1,51.35,23.83,1.24,19.26,,,,,
BNL1229,20130724,CAAQ,469.2,36.2,52.48,24.62,1.9,12.96,,,,,
BNL1230,20130724,CAAQ,457.5,30.9,53.77,24.6,1.66,14.81,,,,,
BNL1231,20130724,CAAQ,465.8,30.9,50.37,23.46,1.56,15.07,,,,,
BNL1232,20130724,CAAQ,483.9,26.4,55.63,26.92,1.47,18.33,,,,,
BNL1233,20130724,CAAQ,466.2,30,53.03,24.72,1.59,15.54,,,,,
BNL1234,20130724,CAAQ,473.2,24.7,54.69,25.88,1.35,19.16,,,,,
BNL1235,20130724,CAAQ,462.1,31.8,51.54,23.82,1.64,14.53,,,,,
BNL1237,20130724,CAAQ,460.3,31.2,52.69,24.25,1.64,14.75,,,,,
BNL1239,20130724,CAAQ,454.6,30.4,65.49,29.77,1.99,14.95,,,,,
BNL1241,20130724,CAAQ,464.1,28.1,73.75,34.23,2.07,16.52,,,,,
BNL1243,20130724,CAAQ,463.3,31.7,60.53,28.04,1.92,14.62,,,,,
BNL1236,20130725,SAPU15,501.2,24.1,88.49,44.35,2.13,20.8,,,,,
BNL1238,20130725,SAPU15,493.8,30.9,70.12,34.63,2.17,15.98,,,,,
BNL1240,20130725,SAPU15,489.9,30.7,78.32,38.37,2.4,15.96,,,,,
BNL1242,20130725,SAPU15,504.6,23.4,79.92,40.33,1.87,21.56,,,,,
BNL1244,20130725,SAPU15,506.6,25.6,90.76,45.98,2.32,19.79,,,,,
BNL1245,20130725,PEFR5,438.4,32.8,53.85,23.61,1.77,13.37,,,,,
BNL1246,20130725,SAPU15,506,29.9,85.11,43.06,2.54,16.92,,,,,
BNL1247,20130725,SAPU15,512.5,31.5,87.24,44.71,2.75,16.27,,,,,
BNL1248,20130725,SAPU6,434.8,21.1,82.26,35.77,1.74,20.61,,,,,
BNL1249,20130725,SAPU15,486.4,27.7,84.49,41.09,2.34,17.56,,,,,
BNL1250,20130725,SARO2,486.1,26.6,96.58,46.95,2.57,18.27,,,,,
BNL1251,20130725,SAPU15,497.9,27.6,88.58,44.1,2.44,18.04,,,,,
BNL1252,20130725,SARO2,465.9,24.3,81.31,37.88,1.98,19.17,,,,,
BNL1253,20130725,SAPU15,501.4,28.3,80.68,40.45,2.28,17.72,,,,,
BNL1254,20130725,SARO2,477.2,25.8,95.63,45.63,2.47,18.5,,,,,
BNL1255,20130725,PEFR5,446.2,38.6,55.15,24.61,2.13,11.56,,,,,
BNL1256,20130725,SAPU6,421.7,21.8,81.75,34.47,1.78,19.34,,,,,
BNL1257,20130725,PEFR5,437.9,32.2,61.07,26.74,1.97,13.6,,,,,
BNL1258,20130725,SAPU6,435,19.5,82.35,35.82,1.61,22.31,,,,,
BNL1259,20130725,PEFR5,449.6,34.3,63.03,28.34,2.16,13.11,,,,,
BNL1260,20130725,SAPU6,431.7,21.4,64.85,28,1.39,20.17,,,,,
BNL1261,20130725,PEFR5,443.3,33.4,67.04,29.72,2.24,13.27,,,,,
BNL1262,20130725,SAPU6,433.4,20.2,87.19,37.79,1.76,21.46,,,,,
BNL1263,20130725,ARFU2,462.1,25,64.42,29.77,1.61,18.48,,,,,
BNL1264,20130725,SAPU6,422.9,20.8,71.88,30.4,1.5,20.33,,,,,
BNL1265,20130725,ARFU2,463,19.2,65.77,30.45,1.26,24.11,,,,,
BNL1266,20130725,SAPU6,430.3,18.5,71.1,30.59,1.32,23.26,,,,,
BNL1267,20130725,ARFU2,461.8,27.6,64.88,29.96,1.79,16.73,,,,,
BNL1268,20130725,SAPU6,442,16.8,96.87,42.81,1.63,26.31,,,,,
BNL1269,20130725,ARFU2,458.8,21.3,58.74,26.95,1.25,21.54,,,,,
BNL1270,20130725,SAPU6,431.5,18.1,96.99,41.85,1.76,23.84,,,,,
BNL1271,20130725,ARFU2,459.3,20.4,55.42,25.46,1.13,22.51,,,,,
BNL1272,20130725,SAPU6,435.5,22.2,78.31,34.1,1.74,19.62,,,,,
BNL1273,20130725,ARFU2,466.8,25.7,55.22,25.78,1.42,18.16,,,,,
BNL1275,20130725,ARFU2,458.6,19.3,62.86,28.83,1.21,23.76,,,,,
BNL1277,20130725,ARFU2,466.1,20.2,76.16,35.5,1.54,23.07,,,,,
BNL1279,20130725,ARFU2,455.5,15.7,69.04,31.45,1.08,29.01,,,,,
BNL1281,20130725,ARFU2,456.1,24.3,61.45,28.03,1.49,18.77,,,,,
BNL1303,20130725,DUFI,458.4,19,60.18,27.59,1.14,24.13,,,,,
BNL1305,20130725,CAAQ,475,36,44.48,21.13,1.6,13.19,,,,,
BNL1307,20130725,CAAQ,461.6,33.3,44.09,20.35,1.47,13.86,,,,,
BNL1309,20130725,CAAQ,472.5,29.8,52.55,24.83,1.57,15.86,,,,,
BNL1311,20130725,CAAQ,470.6,27.3,55.89,26.3,1.53,17.24,,,,,
BNL1313,20130725,CAAQ,470.5,26.9,58.93,27.73,1.59,17.49,,,,,
BNL1315,20130725,CAAQ,469.9,31.9,55.38,26.02,1.77,14.73,,,,,
BNL1317,20130725,CAAQ,469.5,26.4,58.11,27.28,1.53,17.78,,,,,
BNL1319,20130725,CAAQ,466.7,28.5,51.88,24.21,1.48,16.38,,,,,
BNL1321,20130725,CAAQ,473.2,35.3,47.79,22.61,1.69,13.41,,,,,
BNL1323,20130725,PEFR5,452.3,33.7,73.38,33.19,2.47,13.42,,,,,
BNL1324,20130725,CAAQ,466.4,36.7,41.25,19.24,1.51,12.71,,,,,
BNL1325,20130725,PEFR5,453.5,31.2,69.3,31.43,2.16,14.54,,,,,
BNL1326,20130725,LUAR9,462,17.6,99.21,45.84,1.75,26.25,,,,,
BNL1327,20130725,PEFR5,442.6,26,72.21,31.96,1.88,17.02,,,,,
BNL1328,20130725,DUFI,467.9,14.9,57.68,26.99,0.86,31.4,,,,,
BNL1329,20130725,PEFR5,448,35.5,59.83,26.8,2.12,12.62,,,,,
BNL1330,20130725,DUFI,463.5,13.9,58,26.88,0.81,33.35,,,,,
BNL1331,20130725,PEFR5,458.5,33.5,67.78,31.08,2.27,13.69,,,,,
BNL1332,20130725,DUFI,461.9,11.4,58.71,27.12,0.67,40.52,,,,,
BNL1334,20130725,DUFI,466.9,11.8,57.85,27.01,0.68,39.57,,,,,
BNL1336,20130725,DUFI,466.4,10.7,62,28.92,0.66,43.59,,,,,
BNL1338,20130725,DUFI,471.6,20,65.5,30.89,1.31,23.58,,,,,
BNL1340,20130725,DUFI,465.2,13,68.7,31.96,0.89,35.78,,,,,
BNL1342,20130725,DUFI,481.3,19.2,62.3,29.98,1.2,25.07,,,,,
BNL1344,20130725,DUFI,477.9,19.9,88.12,42.11,1.75,24.02,,,,,
BNL1346,20130725,LUAR9,470.2,18.3,69.95,32.89,1.28,25.69,,,,,
BNL1348,20130725,LUAR9,468.1,15.4,99.46,46.56,1.53,30.4,,,,,
BNL1350,20130725,LUAR9,470.1,13.9,116.73,54.88,1.62,33.82,,,,,
BNL1352,20130725,LUAR9,468.5,15,83.83,39.27,1.26,31.23,,,,,
BNL1354,20130725,LUAR9,472.5,16.8,111.54,52.7,1.87,28.13,,,,,
BNL1358,20130725,LUAR9,474.3,15.3,77.17,36.6,1.18,31,,,,,
BNL1360,20130725,LUAR9,478.7,13.9,121.28,58.06,1.69,34.44,,,,,
BNL1362,20130725,LUAR9,462,16.1,105.87,48.91,1.7,28.7,,,,,
BNL1363,20130725,ARLA2,467.2,27.2,52.2,24.39,1.42,17.18,,,,,
BNL1364,20130725,LUAR9,461.5,14,88.58,40.88,1.24,32.96,,,,,
BNL1365,20130725,ARLA2,470.3,27.6,47.73,22.45,1.32,17.04,,,,,
BNL1366,20130725,VAVI,514.5,12.4,145.03,74.62,1.8,41.49,,,,,
BNL1367,20130725,ARLA2,469.3,27.6,48.03,22.54,1.33,17,,,,,
BNL1368,20130725,VAVI,524.4,13.4,139.53,73.17,1.87,39.13,,,,,
BNL1369,20130725,ARLA2,467.3,25.5,48.08,22.47,1.23,18.33,,,,,
BNL1370,20130725,VAVI,511.3,10.1,172.02,87.96,1.74,50.62,,,,,
BNL1371,20130725,ARLA2,468.2,29.8,43.93,20.57,1.31,15.71,,,,,
BNL1372,20130725,VAVI,504.9,8,90.22,45.55,0.72,63.11,,,,,
BNL1373,20130725,ARLA2,463.2,27.2,48.97,22.68,1.33,17.03,,,,,
BNL1374,20130725,VAVI,512.4,9.8,194.69,99.76,1.91,52.29,,,,,
BNL1375,20130725,ARLA2,466.7,25.8,49.56,23.13,1.28,18.09,,,,,
BNL1376,20130725,VAVI,521.9,14.8,131.52,68.64,1.95,35.26,,,,,
BNL1377,20130725,ARLA2,469.8,24.4,41.31,19.41,1.01,19.25,,,,,
BNL1378,20130725,VAVI,513.4,10.5,177.48,91.12,1.86,48.9,,,,,
BNL1379,20130725,ARLA2,463.9,24.4,47.39,21.98,1.16,19.01,,,,,
BNL1380,20130725,VAVI,527.2,11.6,179.88,94.83,2.09,45.45,,,,,
BNL1381,20130725,ARLA2,471.7,26,50.99,24.05,1.33,18.14,,,,,
BNL1382,20130725,VAVI,504,9.7,193.47,97.51,1.88,51.96,,,,,
BNL1383,20130725,ERAN6,499.4,32.2,60.95,30.44,1.96,15.51,,,,,
BNL1384,20130725,VAVI,508.5,9.3,184.54,93.84,1.72,54.68,,,,,
BNL1385,20130725,ERAN6,490.8,30.3,66.85,32.81,2.03,16.2,,,,,
BNL1386,20130725,SARO2,504.2,23.5,42.44,21.4,1,21.46,,,,,
BNL1387,20130725,ERAN6,479,28.5,62.67,30.02,1.79,16.81,,,,,
BNL1388,20130725,SARO2,491.3,25,82.1,40.33,2.05,19.65,,,,,
BNL1389,20130725,ERAN6,475.5,27.5,64.28,30.56,1.77,17.29,,,,,
BNL1390,20130725,SARO2,502.9,25.6,84.32,42.4,2.16,19.64,,,,,
BNL1391,20130725,ERAN6,477.1,30.7,96.97,46.26,2.98,15.54,,,,,
BNL1392,20130725,SARO2,494.7,26.4,94.14,46.57,2.49,18.74,,,,,
BNL1393,20130725,ERAN6,486.7,30.2,53.46,26.02,1.61,16.12,,,,,
BNL1394,20130725,SARO2,490.5,25.4,76.61,37.58,1.95,19.31,,,,,
BNL1395,20130725,ERAN6,474.8,25.8,65.02,30.87,1.68,18.4,,,,,
BNL1396,20130725,SARO2,483,25.6,93.21,45.02,2.39,18.87,,,,,
BNL1397,20130725,ERAN6,474.9,32.5,61.93,29.41,2.01,14.61,,,,,
BNL1398,20130725,SARO2,498.8,23.2,90.1,44.94,2.09,21.5,,,,,
BNL1399,20130725,ERAN6,470.1,27.1,63.27,29.74,1.71,17.35,,,,,
BNL1400,20130725,ERAN6,478.3,27.2,53.76,25.71,1.46,17.58,,,,,
BNL1274,20130728,PEFR5,445.3,43.4,39.71,17.69,1.72,10.26,,,,,
BNL1299,20130728,PEFR5,449.3,34.8,60.98,27.4,2.12,12.91,,,,,
BNL1333,20130728,PEFR5,455.7,37,60.57,27.6,2.24,12.32,,,,,
BNL1276,20130729,PEFR5,445.5,32.5,60.75,27.06,1.97,13.71,,,,,
BNL1278,20130729,PEFR5,444.2,31.9,69.08,30.69,2.2,13.92,,,,,
BNL1280,20130729,PEFR5,434.2,35.4,59.75,25.95,2.12,12.27,,,,,
BNL1286,20130729,PEFR5,448.9,27.7,72.25,32.43,2,16.21,,,,,
BNL1288,20130729,PEFR5,428.3,25.5,56.65,24.26,1.44,16.8,,,,,
BNL1283,20130730,POHY4,477.5,35.4,74.43,35.54,2.63,13.49,,,,,
BNL1285,20130730,POHY4,475.5,30.3,97.96,46.58,2.97,15.69,,,,,
BNL1287,20130730,POHY4,470.8,37.7,61.89,29.14,2.33,12.49,,,,,
BNL1289,20130730,POHY4,475,41.6,64.12,30.46,2.67,11.42,,,,,
BNL1290,20130730,PEFR5,440.2,30.7,44.42,19.55,1.36,14.34,,,,,
BNL1292,20130730,PEFR5,446.2,30.4,60.43,26.97,1.84,14.68,,,,,
BNL1353,20130730,POHY4,481.3,24.5,57.28,27.57,1.4,19.64,,,,,
BNL1355,20130730,POHY4,496.7,27.9,86.59,43.01,2.42,17.8,,,,,
BNL1356,20130730,POHY4,484.1,25.2,69.35,33.57,1.75,19.21,,,,,
BNL1357,20130730,POHY4,490.4,25.5,68.75,33.72,1.75,19.23,,,,,
BNL1359,20130730,POHY4,476.3,36.9,84.73,40.36,3.13,12.91,,,,,
BNL1361,20130730,POHY4,493.8,32.7,62.09,30.66,2.03,15.1,,,,,
BNL1310,20130801,PEFR5,439.7,39.8,50.78,22.33,2.02,11.05,,,,,
BNL1312,20130801,PEFR5,448.1,37.4,65.78,29.48,2.46,11.98,,,,,
BNL1402,20130801,PEFR5,436.1,39.2,57.19,24.94,2.24,11.13,,,,,
BNL1404,20130801,CAAQ,468,25.8,49.41,23.12,1.27,18.14,,,,,
BNL1406,20130801,CAAQ,471.9,29.2,55,25.95,1.61,16.16,,,,,
BNL1408,20130801,CAAQ,472.9,33.1,51.67,24.43,1.71,14.29,,,,,
BNL1410,20130801,CAAQ,473.6,27.1,52.38,24.81,1.42,17.48,,,,,
BNL1412,20130801,CAAQ,468.7,29.6,47.75,22.38,1.41,15.83,,,,,
BNL1414,20130801,CAAQ,478.5,32.7,53.54,25.62,1.75,14.63,,,,,
BNL1416,20130801,CAAQ,473.7,39.4,41.33,19.58,1.63,12.02,,,,,
BNL1418,20130801,CAAQ,472.4,36.3,61.78,29.18,2.24,13.01,,,,,
BNL1420,20130801,CAAQ,475.4,26.8,45.67,21.71,1.22,17.74,,,,,
BNL1422,20130801,CAAQ,471.5,26.9,45.6,21.5,1.23,17.53,,,,,
BNL1424,20130801,CAAQ,475.2,28.1,53.75,25.54,1.51,16.91,,,,,
BNL1426,20130801,CAAQ,463.8,27.7,47.45,22.01,1.31,16.74,,,,,
BNL1434,20130801,CAAQ,485,32.9,51.25,24.86,1.69,14.74,,,,,
BNL1445,20130804,PEFR5,444.8,38.4,63.02,28.03,2.42,11.58,,,,,
BNL1456,20130804,PEFR5,453.9,36.2,67.28,30.54,2.44,12.54,,,,,
BNL1457,20130804,PEFR5,455.4,40.4,52.82,24.05,2.13,11.27,,,,,
BNL1441,20130805,ARLA2,475,27.2,47.04,22.34,1.28,17.46,,,,,
BNL1443,20130805,ARLA2,475.6,26.7,53.33,25.37,1.42,17.81,,,,,
BNL1447,20130805,ARLA2,469.8,25.6,50,23.49,1.28,18.35,,,,,
BNL1449,20130805,ARLA2,464,26.6,49.02,22.75,1.3,17.44,,,,,
BNL1451,20130805,ARLA2,466.6,27.3,64.24,29.98,1.75,17.09,,,,,
BNL1453,20130805,ARLA2,460.4,20.6,49.17,22.64,1.01,22.35,,,,,
BNL1455,20130805,ARFU2,463.5,16.7,61.67,28.58,1.03,27.75,,,,,
BNL1458,20130805,ARFU2,468.3,15.8,61.15,28.64,0.97,29.64,,,,,
BNL1459,20130805,ARFU2,477.5,20.9,60.37,28.83,1.26,22.85,,,,,
BNL1461,20130805,ARFU2,471.7,21.8,57.14,26.95,1.25,21.64,,,,,
BNL1462,20130806,ARFU2,462.2,18.3,60.25,27.85,1.1,25.26,,,,,
BNL1463,20130806,ARFU2,477.2,18,78.1,37.27,1.41,26.51,,,,,
BNL1464,20130806,ARFU2,475.1,19.2,67.41,32.03,1.29,24.74,,,,,
BNL1465,20130806,ARFU2,471.8,16.9,75.71,35.72,1.28,27.92,,,,,
BNL1466,20130806,PEFR5,452.5,27.7,51.98,23.52,1.44,16.34,,,,,
BNL1467,20130806,ERAN6,492.2,25.8,78.89,38.83,2.04,19.08,,,,,
BNL1468,20130806,ERAN6,494,27.6,68.1,33.64,1.88,17.9,,,,,
BNL1469,20130808,ERAN6,484.3,28.3,-9999,-9999,-9999,17.11,,,,,
BNL1470,20130808,ERAN6,489.1,30,-9999,-9999,-9999,16.3,,,,,
BNL1471,20130808,ERAN6,486.3,28.1,-9999,-9999,-9999,17.31,,,,,
BNL1472,20130808,ERAN6,503.4,31.6,-9999,-9999,-9999,15.93,,,,,
BNL1473,20130808,ERAN6,496,25.8,-9999,-9999,-9999,19.22,,,,,
BNL1474,20130808,ERAN6,475.4,20.1,-9999,-9999,-9999,23.65,,,,,
BNL1475,20130808,ERAN6,481,21.5,-9999,-9999,-9999,22.37,,,,,
BNL1476,20130808,ERAN6,477,23.6,-9999,-9999,-9999,20.21,,,,,
BNL1477,20130808,ERAN6,495.4,23.3,-9999,-9999,-9999,21.26,,,,,
BNL1478,20130808,ERAN6,481,18.5,-9999,-9999,-9999,26,,,,,
BNL1479,20130808,ERAN6,480.6,16.7,-9999,-9999,-9999,28.78,,,,,
BNL1480,20130808,ERAN6,482.2,15.6,-9999,-9999,-9999,30.91,,,,,
BNL1481,20130808,ERAN6,460.6,14.7,-9999,-9999,-9999,31.33,,,,,
BNL1482,20130808,DUFI,462.4,14.1,-9999,-9999,-9999,32.79,,,,,
BNL1483,20130808,DUFI,471.5,17.6,-9999,-9999,-9999,26.79,,,,,
BNL1484,20130808,DUFI,478.3,14.7,-9999,-9999,-9999,32.54,,,,,
BNL1485,20130808,DUFI,469.8,12.5,-9999,-9999,-9999,37.58,,,,,
BNL1486,20130808,DUFI,475,17.7,-9999,-9999,-9999,26.84,,,,,
BNL1487,20130808,DUFI,465.6,12.5,-9999,-9999,-9999,37.25,,,,,
BNL1488,20130808,ERAN6,504.3,33.4,-9999,-9999,-9999,15.1,,,,,
BNL1489,20130808,ERAN6,496.1,28,-9999,-9999,-9999,17.72,,,,,
BNL1491,20130808,DUFI,466.4,17.9,-9999,-9999,-9999,26.06,,,,,
BNL1492,20130808,DUFI,474.8,11.2,-9999,-9999,-9999,42.39,,,,,
BNL1493,20130808,DUFI,477.9,21.3,-9999,-9999,-9999,22.44,,,,,
BNL1494,20130808,DUFI,472,13.3,-9999,-9999,-9999,35.49,,,,,
BNL1495,20130808,DUFI,483.8,15.1,-9999,-9999,-9999,32.04,,,,,
BNL1496,20130808,DUFI,466.8,17.9,-9999,-9999,-9999,26.08,,,,,
BNL1497,20130808,DUFI,472.5,13.2,-9999,-9999,-9999,35.8,,,,,
BNL1498,20130808,DUFI,473.2,14.4,-9999,-9999,-9999,32.86,,,,,
BNL1499,20130808,DUFI,466.4,10.7,-9999,-9999,-9999,43.59,,,,,
BNL1510,20130808,ARLA2,477.3,25.3,-9999,-9999,-9999,18.87,,,,,
BNL1511,20130808,ARLA2,491.9,23.9,-9999,-9999,-9999,20.58,,,,,
BNL1512,20130808,ARLA2,495.3,22.6,-9999,-9999,-9999,21.92,,,,,
BNL1513,20130808,ARLA2,491,24.4,-9999,-9999,-9999,20.12,,,,,
BNL1514,20130808,ARLA2,484.6,20.4,-9999,-9999,-9999,23.75,,,,,
BNL1515,20130808,ARLA2,496.1,25.5,-9999,-9999,-9999,19.45,,,,,
BNL1516,20130808,ARLA2,481.9,24.6,-9999,-9999,-9999,19.59,,,,,
BNL1517,20130808,ARLA2,497.2,22.3,-9999,-9999,-9999,22.3,,,,,
BNL1518,20130808,ARLA2,487.1,21.8,-9999,-9999,-9999,22.34,,,,,
BNL1519,20130808,ARLA2,488.7,21.9,-9999,-9999,-9999,22.32,,,,,
BNL1520,20130808,ARLA2,488.8,19.1,-9999,-9999,-9999,25.59,,,,,
BNL1521,20130808,ARLA2,482.2,25.6,-9999,-9999,-9999,18.84,,,,,
BNL1522,20130808,ARLA2,495.4,19.5,-9999,-9999,-9999,25.41,,,,,
BNL1523,20130808,ARLA2,476.5,22.6,-9999,-9999,-9999,21.08,,,,,
BNL1524,20130808,ARLA2,498.1,25,-9999,-9999,-9999,19.92,,,,,
BNL1525,20130808,ARFU2,484.8,24.3,-9999,-9999,-9999,19.95,,,,,
BNL1526,20130808,ARFU2,489.6,24.9,-9999,-9999,-9999,19.66,,,,,
BNL1527,20130808,ARFU2,473.8,19.7,-9999,-9999,-9999,24.05,,,,,
BNL1528,20130808,ARFU2,479.7,23.7,-9999,-9999,-9999,20.24,,,,,
BNL1529,20130808,ARFU2,482.3,22.1,-9999,-9999,-9999,21.82,,,,,
BNL1530,20130808,ARFU2,486.7,19.8,-9999,-9999,-9999,24.58,,,,,
BNL1531,20130808,ARFU2,484.6,18.4,-9999,-9999,-9999,26.34,,,,,
BNL1532,20130808,ARFU2,476.2,15.7,-9999,-9999,-9999,30.33,,,,,
BNL1533,20130808,ARFU2,469.2,23.1,-9999,-9999,-9999,20.31,,,,,
BNL1534,20130808,ARFU2,488.2,17.8,-9999,-9999,-9999,27.43,,,,,
BNL1535,20130808,ARFU2,493.8,23.4,-9999,-9999,-9999,21.1,,,,,
BNL1536,20130808,ARFU2,478.6,23.4,-9999,-9999,-9999,20.45,,,,,
BNL1537,20130808,ARFU2,484.8,24.1,-9999,-9999,-9999,20.12,,,,,
BNL1538,20130808,ARFU2,488.5,24.1,-9999,-9999,-9999,20.27,,,,,
BNL1539,20130808,ARFU2,482,25.8,-9999,-9999,-9999,18.68,,,,,
BNL2791,20140711,CAAQ,438.7,36.2,42.53,18.66,1.54,12.12,,,,,
BNL2792,20140711,CAAQ,438.6,33.7,57.02,25.01,1.92,13.01,,,,,
BNL2793,20140711,CAAQ,455.1,26.4,55.69,25.35,1.47,17.24,,,,,
BNL2794,20140711,CAAQ,441,29.1,49.36,21.77,1.44,15.15,,,,,
BNL2795,20140711,CAAQ,456.7,29.2,51.88,23.7,1.51,15.64,,,,,
BNL2796,20140711,PEFR5,445.1,28,83.52,37.18,2.34,15.9,,,,,
BNL2797,20140711,PEFR5,437.1,32.8,77.27,33.78,2.53,13.33,,,,,
BNL2798,20140711,PEFR5,447.9,30.4,86.3,38.65,2.62,14.73,,,,,
BNL2799,20140711,PEFR5,438.6,33.8,83.83,36.77,2.83,12.98,,,,,
BNL2800,20140711,PEFR5,440.5,34.5,82.24,36.23,2.84,12.77,,,,,
BNL2801,20140711,SAPU15,493.1,33.3,77.12,38.03,2.57,14.81,,,,,
BNL2802,20140711,SAPU15,481.1,37.1,83.12,39.99,3.08,12.97,,,,,
BNL2803,20140711,SAPU15,491,41.5,61.64,30.26,2.56,11.83,,,,,
BNL2804,20140711,SAPU15,487,36,74.1,36.09,2.67,13.53,,,,,
BNL2805,20140711,SAPU15,497.1,38.3,61.75,30.7,2.37,12.98,,,,,
BNL1501,20140712,PEFR5,449,27.5,67.33,30.23,1.85,16.33,,,,,
BNL1500,20140714,PEFR5,451.3,29.3,78.44,35.4,2.3,15.4,,,,,
BNL1502,20140714,PEFR5,447.2,27.4,70.07,31.33,1.92,16.32,,,,,
BNL1507,20140714,PEFR5,440.2,29.7,81.18,35.73,2.41,14.82,,,,,
BNL1503,20140715,PEFR5,454.1,25.3,85.39,38.77,2.16,17.95,,,,,
BNL1504,20140715,PEFR5,448,23.5,85.27,38.2,2,19.06,,,,,
BNL1505,20140715,PEFR5,426.7,25.2,83.14,35.48,2.1,16.93,,,,,
BNL1506,20140715,PEFR5,440.9,28.7,82.42,36.34,2.37,15.36,,,,,
BNL1508,20140715,PEFR5,436.6,29.8,81.22,35.46,2.42,14.65,,,,,
BNL1509,20140715,PEFR5,451.1,32.1,96.1,43.35,3.08,14.05,,,,,
BNL1540,20140715,PEFR5,431.7,28.7,85.82,37.05,2.46,15.04,,,,,
BNL2808,20140715,PEFR5,447.4,35.8,87.23,39.03,3.12,12.5,,,,,
BNL2811,20140715,PEFR5,430.3,33,75.24,32.37,2.48,13.04,,,,,
BNL2807,20140716,ERAN6,432.3,28.3,52.3,22.61,1.48,15.28,,,,,
BNL2812,20140716,ERAN6,459.1,35.4,71.17,32.68,2.52,12.97,,,,,
BNL2813,20140716,ERAN6,461.6,37.6,60.82,28.07,2.29,12.28,,,,,
BNL2820,20140716,ERAN6,465.8,38.8,68.23,31.78,2.65,12.01,,,,,
BNL2821,20140716,ERAN6,459.3,31.3,52.64,24.18,1.65,14.67,,,,,
BNL2822,20140716,ERAN6,430.2,31.8,59.47,25.58,1.89,13.53,,,,,
BNL2809,20140717,ERAN6,456.1,33.5,60.21,27.46,2.02,13.61,,,,,
BNL2810,20140717,ERAN6,452.3,36.1,61.57,27.85,2.22,12.53,,,,,
BNL2814,20140717,ERAN6,460.3,37.5,57.95,26.67,2.17,12.27,,,,,
BNL2815,20140717,ERAN6,470.1,37.5,61.23,28.78,2.3,12.54,,,,,
BNL2816,20140717,ERAN6,466.3,35.6,57.48,26.8,2.05,13.1,,,,,
BNL2817,20140717,ERAN6,459.8,32.7,72.1,33.15,2.36,14.06,,,,,
BNL2819,20140717,ERAN6,462.2,39.3,59.53,27.51,2.34,11.76,,,,,
BNL2823,20140717,ERAN6,436.6,34.4,55.17,24.09,1.9,12.69,,,,,
