record,time,date,SampleID,Remove,A,gsw,Ci,VPDleaf,Tair,Tleaf,CO2r,CO2s,H2Or,H2Os,RHs,flow,Qin,Patm
14,12:38:03,20231101,BNL23063,NO,17.9,303,653,1.49,33.69,34.56,799.86,774.33,35.425,40.395,76.54,499.7,1800,99.52
15,12:40:09,20231101,BNL23063,NO,19.4,301,837,1.49,33.67,34.52,1000.04,971.72,35.323,40.272,76.42,499.7,1800,99.52
16,12:42:09,20231101,BNL23063,NO,20.7,302,1220,1.5,33.66,34.5,1399.45,1367.49,35.208,40.172,76.25,499.7,1800,99.52
17,12:44:31,20231101,BNL23063,NO,21.9,302,1590,1.52,33.73,34.61,1799.43,1763.82,35.179,40.236,76.1,499.7,1799,99.51
18,12:46:27,20231101,BNL23063,YES,9.67,302,355,1.53,33.75,34.67,434.87,421.03,35.261,40.344,76.19,499.7,1800,99.51
1,14:53:32,20231101,BNL23064,YES,5.97,103,313,1.85,32.1,34.08,428.16,420.03,33.188,35.424,73.24,499.7,2000,99.31
2,15:02:01,20231101,BNL23064,NO,6.24,97.4,310,1.77,32.06,33.8,435.13,426.73,33.346,35.381,73.35,499.7,1800,99.3
3,15:03:23,20231101,BNL23064,NO,6.24,97.5,310,1.77,32.06,33.81,434.97,426.57,33.383,35.42,73.4,499.7,1800,99.3
4,15:04:57,20231101,BNL23064,NO,3.87,97.8,222,1.77,32.06,33.82,300.15,294.88,33.441,35.479,73.52,499.7,1799,99.3
5,15:06:19,20231101,BNL23064,NO,2.87,99.1,192,1.76,32.06,33.83,250.05,246.08,33.472,35.533,73.63,499.7,1799,99.3
6,15:07:41,20231101,BNL23064,NO,1.56,103,143,1.75,32.06,33.79,175.02,172.77,33.47,35.59,73.77,499.7,1800,99.3
7,15:09:03,20231101,BNL23064,NO,0.625,109,111,1.73,32.05,33.75,125.01,123.98,33.443,35.661,73.96,499.7,1800,99.3
8,15:10:25,20231101,BNL23064,NO,-0.403,116,74.1,1.72,32.05,33.74,70.11,70.42,33.405,35.747,74.13,499.7,1799,99.29
9,15:11:47,20231101,BNL23064,NO,-0.644,123,57.9,1.71,32.06,33.74,50.11,50.76,33.396,35.857,74.32,499.7,1799,99.29
10,15:13:52,20231101,BNL23064,YES,6.54,132,333,1.68,32.06,33.72,434.97,425.97,33.409,35.999,74.61,499.7,1799,99.29
11,15:15:14,20231101,BNL23064,NO,6.66,136,334,1.67,32.05,33.68,435.02,425.85,33.399,36.047,74.72,499.7,1800,99.29
12,15:16:49,20231101,BNL23064,NO,7.36,135,362,1.68,32.06,33.71,474.94,464.83,33.341,35.983,74.55,499.7,1799,99.29
13,15:18:44,20231101,BNL23064,NO,9.73,131,521,1.7,32.07,33.72,674.94,661.47,33.26,35.863,74.27,499.7,1799,99.29
14,15:20:15,20231101,BNL23064,NO,10.7,128,626,1.71,32.06,33.72,800.01,785.08,33.18,35.738,74.04,499.7,1799,99.29
15,15:22:07,20231101,BNL23064,NO,11.9,123,796,1.73,32.06,33.71,1000.28,983.44,33.086,35.564,73.71,499.7,1800,99.29
16,15:23:47,20231101,BNL23064,NO,13.4,118,1160,1.74,32.05,33.72,1400.03,1380.48,33.03,35.439,73.47,499.7,1800,99.29
17,15:25:53,20231101,BNL23064,NO,14.2,111,1520,1.76,32.05,33.74,1800.22,1778.97,33.047,35.342,73.27,499.6,1799,99.28
18,15:27:30,20231101,BNL23064,YES,5.31,107,334,1.76,32.04,33.74,434.99,427.64,33.135,35.338,73.3,499.7,1799,99.28
2,10:31:22,20230815,BNL19742,NO,18.45263011,293461.717,294.3702808,1.250560267,26.60376167,29.26968384,434.9381714,411.0960999,24.34451103,28.36438179,81.0592041,500.04245,1799.06311,99.92823029
3,10:32:45,20230815,BNL19742,NO,12.39291401,295145.1125,206.0288338,1.208804013,26.24707031,29.07450867,300.045929,284.0348816,24.41959,28.3245182,82.66410065,500.0644531,1800.646973,99.9254837
4,10:34:07,20230815,BNL19742,NO,9.910901783,293459.6833,174.4608567,1.181215272,26.18275452,28.9297657,250.0736237,237.2550354,24.46805382,28.26369476,82.7999649,500.0513611,1800.435669,99.92470551
5,10:35:29,20230815,BNL19742,NO,6.14269292,294389.7155,127.7844012,1.161762738,26.15454292,28.83350182,174.9459839,166.9325409,24.49267006,28.23618317,82.85540771,500.0583801,1800.076538,99.92230988
6,10:36:52,20230815,BNL19742,NO,0.145150966,293727.4761,67.41293044,1.163964592,26.35058403,28.85677147,70.01967621,69.57749176,24.52500916,28.26818657,81.99365997,500.0401001,1799.159546,99.92137146
7,10:38:15,20230815,BNL19742,NO,-0.567880219,291606.4867,52.96851193,1.167847038,26.37044716,28.87788391,50.08033371,50.5675621,24.54719734,28.27830696,81.92654419,500.0470581,1799.699219,99.92090607
8,10:40:03,20230815,BNL19742,YES,18.29331772,289439.1749,294.9324346,1.166445582,26.37034416,28.85934258,435.1379089,411.6217346,24.54818916,28.24939537,81.84339142,500.0818481,1799.087402,99.9210434
9,10:41:26,20230815,BNL19742,YES,17.87515386,291590.7646,298.5478084,1.162539467,26.47423744,28.84431267,435.032074,412.0093994,24.53969383,28.25350761,81.35588074,500.04953,1798.914673,99.921875
10,10:42:49,20230815,BNL19742,NO,17.79369828,289967.458,298.4016215,1.174841961,26.59919739,28.90183449,434.9284363,411.9944458,24.52898026,28.26342583,80.78749084,500.0414124,1800.48999,99.92214203
11,10:44:12,20230815,BNL19742,NO,19.79088705,288029.9875,322.5335416,1.177325364,26.60324669,28.9011631,474.919342,449.4526062,24.51756096,28.23715019,80.69275665,500.0565491,1800.424072,99.92166901
12,10:45:44,20230815,BNL19742,NO,25.79006704,287137.5254,474.4338263,1.177037644,26.60374069,28.88747025,674.7180786,641.3255005,24.50026703,28.208601,80.60798645,500.0450134,1800.297852,99.92063141
13,10:47:13,20230815,BNL19742,NO,26.95119175,285780.7536,587.6554855,1.178859688,26.60639,28.88548088,799.8365479,764.5881348,24.48808861,28.1863575,80.53014374,500.0414734,1800.098022,99.91851044
14,10:48:50,20230815,BNL19742,NO,27.27581239,284104.7018,780.40086,1.181409105,26.60352707,28.88625717,1000.410828,964.0281372,24.47686958,28.16324234,80.47595978,500.0769653,1799.745239,99.91637421
15,10:50:47,20230815,BNL19742,NO,29.59561333,279756.7673,1151.438041,1.184371627,26.60186577,28.8731575,1399.917603,1359.310181,24.45928001,28.10362625,80.31243134,500.0613403,1799.510742,99.91509247
16,10:52:36,20230815,BNL19742,NO,29.83829427,271991.1906,1535.891886,1.19654226,26.60093689,28.89468002,1800.358521,1758.069946,24.44365501,28.03209686,80.11113739,500.1125488,1799.004639,99.91351318
17,10:54:10,20230815,BNL19742,YES,14.77908012,265378.5205,312.3242392,1.207543306,26.60622597,28.9414978,435.0044861,415.7572327,24.49029541,28.03186226,80.08187866,500.0716248,1798.784668,99.90898132
2,12:38:10,20230815,BNL19744,NO,4.716936754,79975.76691,322.5065607,1.489900681,27.22000694,30.22301865,434.7041016,428.4249878,26.93798447,28.34365463,77.92852783,500.088501,1799.133789,99.68478394
3,12:39:32,20230815,BNL19744,NO,2.761368113,83446.17358,235.4545111,1.460804312,26.9727459,30.11954689,299.9208679,296.170105,26.9442749,28.38040543,79.16719818,500.0968323,1799.821655,99.6810379
4,12:40:54,20230815,BNL19744,NO,2.370388682,85151.48997,195.8841548,1.462691266,26.9609623,30.13764572,250.1525574,246.9358826,26.9405365,28.40712547,79.29401398,500.093811,1799.453979,99.67777252
5,12:42:16,20230815,BNL19744,NO,1.304968402,86430.78816,144.5044888,1.448533676,26.84447479,30.08457565,174.9326019,173.1043549,26.94510078,28.41862869,79.86973572,500.079834,1799.677734,99.67606354
6,12:43:41,20230815,BNL19744,NO,0.561504679,87407.56048,110.578172,1.445460819,26.83328438,30.08424187,124.8000107,123.9367371,26.96262741,28.44905663,80.00669098,500.1110535,1799.94397,99.67458344
7,12:45:03,20230815,BNL19744,NO,-0.255539559,88437.63972,73.40975189,1.421361726,26.80875206,29.98772049,70.15694427,70.35648346,26.97472763,28.45288086,80.13452148,500.105896,1801.25061,99.67651367
8,12:46:25,20230815,BNL19744,NO,-0.413589789,89683.995,56.64131739,1.410005573,26.79235268,29.93696022,49.89339447,50.31261444,26.95655632,28.44281769,80.18238831,500.1218567,1800.081177,99.67513275
9,12:48:14,20230815,BNL19744,YES,5.427252299,92052.13233,322.2239521,1.401870291,26.89253616,29.88185692,435.0647278,427.8861084,26.87496758,28.3904438,79.56272888,500.1138306,1800.099854,99.67273712
10,12:49:36,20230815,BNL19744,YES,4.852045313,92150.37825,332.9045082,1.410668269,26.91288757,29.90640831,434.8813171,428.387085,26.83642197,28.36310768,79.38838196,500.1138916,1799.979248,99.66931915
11,12:50:58,20230815,BNL19744,NO,4.776159481,89533.94266,332.1141485,1.413465658,26.90958214,29.89294815,435.0653381,428.6786804,26.8153019,28.30303764,79.23317719,500.0934143,1800.501709,99.66622162
12,12:52:20,20230815,BNL19744,NO,5.465393539,85945.32483,353.3936652,1.428444834,26.92106438,29.93503761,474.7459717,467.4935608,26.8116188,28.25678062,79.0471344,500.0999451,1799.421143,99.66221619
13,12:53:50,20230815,BNL19744,NO,6.673146643,82671.31266,519.3037366,1.443547531,26.92741966,29.97339439,674.8236084,665.8533936,26.79341125,28.19999123,78.85662842,500.0821228,1798.93689,99.65945435
14,12:55:19,20230815,BNL19744,NO,6.533022932,80109.58245,639.8540319,1.464133694,27.06635284,30.03987885,799.8178101,790.8534546,26.77408981,28.15792274,78.09579468,500.0886841,1798.814331,99.65525055
15,12:57:09,20230815,BNL19744,NO,6.291211775,76841.53239,835.0920788,1.484248589,27.09493637,30.09474373,1000.528687,991.6054688,26.74474335,28.09212303,77.78030396,500.0611572,1800.427979,99.65219116
16,12:59:06,20230815,BNL19744,NO,6.689575874,72784.91936,1207.786009,1.500065816,27.09866714,30.10913658,1400.264648,1390.391113,26.67784691,27.96953011,77.42224121,500.0982971,1800.322632,99.65003204
17,13:00:49,20230815,BNL19744,NO,6.928876267,69858.23669,1585.470662,1.503239973,27.09089279,30.08291054,1800.193481,1789.590454,26.6299572,27.87368965,77.1901474,500.0730896,1801.049805,99.64743042
18,13:02:21,20230815,BNL19744,YES,2.658636603,66665.2114,356.2718204,1.503597827,27.07761383,30.06328392,434.9017639,431.184845,26.63371658,27.82217598,77.10630798,500.0871582,1799.838379,99.64580536
2,12:57:46,20230815,BNL19743,NO,6.978679637,60657.00511,227.6159306,1.96760179,27.39896202,31.77545547,434.7476807,425.7511597,26.13792229,27.5590477,74.97846222,500.0052185,1799.708496,99.68152618
3,13:00:08,20230815,BNL19743,NO,4.778834728,59189.90398,155.5850411,1.847966278,26.22146988,31.29843903,300.0996094,293.9718933,26.19405365,27.49628639,80.16860199,500.0461426,1799.216553,99.67710114
4,13:01:30,20230815,BNL19743,NO,3.55778977,60993.45835,144.6149516,1.780957205,25.9306736,31.05102539,250.0244904,245.4292145,26.23347855,27.52559662,81.64294434,500.0200806,1798.788574,99.67314911
5,13:02:52,20230815,BNL19743,NO,2.101146579,63431.34618,114.0051406,1.745580417,25.85694122,30.93869591,174.920166,172.1659698,26.27578545,27.59153175,82.19417572,500.0265808,1798.998291,99.67017365
6,13:04:14,20230815,BNL19743,NO,-0.383910057,66635.23124,77.6577054,1.708747142,25.82645035,30.82347488,69.99086761,70.3537674,26.31476212,27.66611099,82.56345367,500.0159302,1799.559814,99.6678772
7,13:05:42,20230815,BNL19743,NO,-0.409767947,79512.8352,57.39278463,1.58449216,26.33074951,30.40174484,49.95075989,50.36537552,26.3580761,27.84575081,80.65603638,500.0329895,1799.31665,99.6656723
8,13:08:04,20230815,BNL19743,YES,8.138845927,93214.662,273.8338758,1.496849577,27.3807106,30.12689018,436.6262207,426.1412964,26.40278816,28.04200172,76.35984039,500.0195007,1798.762939,99.66304016
9,13:10:26,20230815,BNL19743,YES,8.466316297,87683.28221,257.2285069,1.49822405,26.54873276,30.13532448,435.0974731,424.2637634,26.50471306,28.05103874,80.20497131,500.0420227,1799.284424,99.65599823
10,13:12:48,20230815,BNL19743,NO,7.870151585,81812.2023,258.0393373,1.615645759,27.96087456,30.63127136,435.032135,424.9064331,26.5558815,28.11596489,73.99912262,500.0289307,1800.036499,99.64976501
11,13:15:10,20230815,BNL19743,NO,8.495216537,63355.31878,234.7380286,1.8577223,26.33620071,31.51998711,475.0337219,464.1715393,26.59069061,27.99048424,81.03350067,500.0260925,1799.053345,99.64639282
12,13:16:59,20230815,BNL19743,NO,12.04210187,59677.33964,316.7100027,1.756315141,25.5899601,31.09113503,674.9235229,659.6274414,26.63773155,27.88524055,84.37133026,500.0324097,1799.579712,99.64263153
13,13:18:29,20230815,BNL19743,NO,13.20668921,58443.01797,398.5779386,1.695345972,25.4576683,30.85279465,799.9520874,783.1542969,26.70424652,27.88375664,85.02902222,500.0148621,1798.86853,99.63883972
14,13:20:15,20230815,BNL19743,NO,13.65840288,50799.85975,524.5313045,1.713062457,25.61141586,30.88723564,1000.206909,982.7680664,26.75635719,27.79513931,83.9859314,500.0399475,1799.943237,99.63579559
15,13:22:21,20230815,BNL19743,NO,15.06247732,37866.95406,706.2603976,1.755096231,25.65312195,30.96472359,1399.627808,1380.42334,26.77623558,27.57329369,83.10752869,500.0548096,1799.408447,99.63321686
16,13:24:18,20230815,BNL19743,NO,14.95064786,28571.58415,896.0260431,1.800357111,25.65875244,31.08790779,1799.645142,1780.571777,26.81979179,27.43891525,82.67050934,500.0253296,1798.88208,99.62795258
17,13:25:47,20230815,BNL19743,YES,1.994752586,23599.63085,285.1436942,1.815478888,25.63896179,31.13516426,434.809845,432.186676,26.89397621,27.4106102,82.67987061,500.0228271,1800.126831,99.62508392
2,10:42:21,20230816,BNL19748,NO,10.9499054,198501.8618,318.668148,1.344152341,31.25009918,33.22771072,434.9158936,420.4622803,34.76495361,37.78179169,82.44893646,500.1730652,1800.447998,99.86174011
3,10:43:43,20230816,BNL19748,NO,7.02294002,202851.2558,226.2549574,1.3114956,31.07947922,33.09870148,299.9966125,290.6651001,34.73701096,37.74022675,83.16000366,500.1888733,1800.745605,99.85889435
4,10:45:05,20230816,BNL19748,NO,5.547943156,204348.8433,191.891091,1.301170698,31.05095863,33.04533386,250.1124268,242.7004852,34.69197083,37.69208145,83.18746948,500.1681519,1800.516235,99.85703278
5,10:46:27,20230816,BNL19748,NO,3.346478665,206059.9723,139.5995357,1.294369405,31.03462601,33.01309967,175.0774994,170.5302582,34.66186523,37.6694603,83.21269226,500.1862793,1800.6604,99.85429382
6,10:47:49,20230816,BNL19748,NO,1.54160242,206695.7666,107.7084548,1.297302018,31.03182411,33.02198029,125.1033096,122.8682327,34.64279556,37.66575623,83.21692657,500.2188721,1800.502808,99.85324097
7,10:49:11,20230816,BNL19748,NO,-0.405914758,206606.8172,71.89631299,1.294698803,31.02393532,33.00094223,69.81541443,70.08271027,34.61640549,37.63232422,83.17970276,500.1776123,1800.338135,99.8523407
8,10:50:33,20230816,BNL19748,NO,-0.768368695,208829.1968,55.99455282,1.292489344,31.0069313,33.00793457,50.12244034,50.88333511,34.63472366,37.67563248,83.35332489,500.1943359,1799.817261,99.84889984
9,10:52:14,20230816,BNL19748,YES,10.30328865,210048.8229,330.0806506,1.29401764,31.00449944,33.00917816,435.3065796,421.606842,34.60450363,37.66560745,83.3388443,500.2145996,1799.399292,99.84427643
10,10:53:42,20230816,BNL19748,YES,10.3829082,209663.7986,328.9717005,1.295020405,31.00775719,33.01703644,435.0737305,421.2796631,34.62163162,37.68031311,83.35060883,500.1781311,1798.904175,99.8379364
11,10:55:04,20230816,BNL19748,NO,10.67974195,211363.5021,326.8457512,1.303152186,31.01699257,33.07046127,435.0983276,420.9314575,34.65216446,37.75338745,83.46321869,500.2123108,1799.342896,99.8318634
12,10:56:26,20230816,BNL19748,NO,12.14866919,212224.4271,352.3724494,1.31238379,31.03487968,33.13546753,474.7288208,458.661377,34.71385574,37.84937286,83.58421326,500.1946716,1799.991943,99.82479095
13,10:57:59,20230816,BNL19748,NO,15.6678278,209894.2403,514.0613993,1.314502351,30.93926239,33.1480217,674.7092896,653.8019409,34.75719833,37.86598206,84.07388306,500.1746826,1799.770752,99.81982422
14,10:59:37,20230816,BNL19748,NO,16.51835476,208262.4252,627.4608871,1.307334076,30.81790543,33.11835098,799.8800659,777.5881348,34.78523254,37.85412979,84.62885284,500.260437,1799.58313,99.81649017
15,11:01:26,20230816,BNL19748,NO,17.05533957,208090.3431,818.0548565,1.297091268,30.79905319,33.08361053,1000.300415,976.7537842,34.81600189,37.85873795,84.72744751,500.2132263,1799.344604,99.81311798
16,11:03:12,20230816,BNL19748,NO,17.74112396,208891.0242,1202.420373,1.29949575,30.8046627,33.11704254,1400.331055,1374.68042,34.87157059,37.93082809,84.86018372,500.2355042,1799.450317,99.81145477
17,11:05:14,20230816,BNL19748,NO,17.95039731,201007.4305,1584.769403,1.319773875,30.54387856,33.21425247,1800.196899,1773.140381,35.01066589,38.00868988,86.30606079,500.2301331,1799.049194,99.8053894
18,11:06:49,20230816,BNL19748,YES,7.770721059,203545.889,351.0270245,1.291130351,30.33820724,33.1821785,434.8061523,424.1760864,35.23857498,38.20608521,87.77609253,500.1903381,1800.492554,99.7988205
2,10:32:29,20230816,BNL19747,NO,9.022535829,111141.2281,280.681607,1.477768939,29.7443924,32.43720245,435.2377319,423.5731506,32.29248428,34.20565033,81.38439178,500.0705872,1799.42749,99.88871765
3,10:34:51,20230816,BNL19747,NO,5.685392827,97447.18451,190.4779671,1.484346913,28.43992996,32.42633057,299.8666382,292.5324097,32.41796875,34.11084366,87.51482391,500.0698242,1799.182617,99.88551331
4,10:36:14,20230816,BNL19747,NO,4.448511999,112534.2368,174.4156126,1.30875411,28.52740288,31.81913567,250.1329041,244.3612976,32.50333405,34.21689987,87.33922577,500.0161438,1799.067261,99.88233185
5,10:37:36,20230816,BNL19747,NO,2.571882007,94322.54349,123.2420446,1.412344769,28.13777161,32.18158722,174.9351501,171.572113,32.60111618,34.16140747,89.19365692,500.0635681,1798.965088,99.87985992
6,10:39:58,20230816,BNL19747,NO,-0.195245794,142595.2508,70.8596596,1.408628898,31.44630814,32.46982574,70.15919495,70.22502136,32.67813873,34.99271393,75.52552795,500.0713806,1800.36084,99.87549591
7,10:42:20,20230816,BNL19747,NO,-0.663052329,121557.2281,58.16934308,1.688141601,31.18560982,33.51765823,49.98121643,50.65158844,32.78721619,35.17224884,77.04586029,500.0510254,1799.644409,99.87376404
8,10:44:42,20230816,BNL19747,YES,8.93187302,127426.7676,296.9212094,1.642304489,30.26730156,33.39970016,435.0059814,423.2243958,32.86302567,35.28999329,81.46401978,500.0647583,1799.325073,99.86908722
9,10:46:04,20230816,BNL19747,YES,8.949543962,131232.4193,300.3266006,1.579819886,29.83090401,33.18119049,435.0593567,423.2677002,32.8859787,35.28660202,83.52088165,500.0497742,1798.753174,99.86650848
10,10:47:26,20230816,BNL19747,NO,8.981367464,134570.6823,302.7338883,1.538255881,29.73050499,33.06148529,434.965271,423.1384583,32.9677887,35.36162186,84.18067169,500.0409546,1799.283325,99.86338043
11,10:49:11,20230816,BNL19747,NO,9.977706885,135803.7905,329.4569469,1.513758553,29.71836853,33.02248383,474.8957825,461.7860413,33.12071228,35.49675751,84.55922699,500.0464783,1799.464722,99.86079407
12,10:50:46,20230816,BNL19747,NO,13.41931352,135954.3,478.7575747,1.487807389,29.69501495,32.94734192,674.9074707,657.213501,33.20610428,35.54351807,84.78372192,500.0621033,1799.739136,99.85986328
13,10:52:10,20230816,BNL19747,NO,13.90896035,135401.6165,593.4142864,1.492467535,29.69433022,32.9683876,800.130127,781.5483398,33.22064972,35.55637741,84.81816864,500.0524292,1799.025513,99.86035919
14,10:54:03,20230816,BNL19747,NO,15.32418641,134289.771,768.1861478,1.487318851,29.69216156,32.94708252,1000.514099,979.7816162,33.2394371,35.54879379,84.80756378,500.0708618,1799.314453,99.85671997
15,10:55:49,20230816,BNL19747,NO,16.90651161,132799.8082,1133.65209,1.491497594,29.69414139,32.96387863,1400.200317,1376.644897,33.26425171,35.55564117,84.81173706,500.0768127,1798.87793,99.8537674
16,10:57:39,20230816,BNL19747,NO,17.75918068,130838.4812,1508.499125,1.493694502,29.70545959,32.98033905,1800.515991,1775.043091,33.31845474,35.58098221,84.81544495,500.0555725,1799.546997,99.85205078
17,10:59:13,20230816,BNL19747,YES,6.990123848,128807.6365,326.0925099,1.504012424,29.71164703,33.04727936,435.0801086,425.702179,33.42348099,35.66790009,84.99279785,500.0603638,1799.468018,99.85256195
2,14:07:37,20230816,BNL19749,NO,8.063492444,105432.578,285.8091407,2.045624888,31.71328354,35.45838928,435.0485535,424.2580261,35.09616852,37.62821579,79.77027893,500.0985718,1800.084839,99.59857178
3,14:09:02,20230816,BNL19749,NO,4.844191498,106040.1466,209.4787537,1.972971121,31.34755135,35.19896698,299.787262,293.2274475,35.07392883,37.52861404,81.23199463,500.0913696,1799.89563,99.60222626
4,14:10:24,20230816,BNL19749,NO,3.813978212,107622.2068,179.5129668,1.912368781,31.21199036,34.98962784,250.0484161,244.85849,35.06120682,37.47386169,81.74767303,500.0662842,1800.672974,99.60967255
5,14:12:46,20230816,BNL19749,NO,2.261979104,127830.048,137.8366912,1.736413771,32.7798233,34.44778442,174.9132385,171.7386322,34.97786331,37.55952835,74.98103333,500.081604,1800.459717,99.61545563
6,14:14:50,20230816,BNL19749,NO,-0.329734476,127069.2346,72.39997545,1.831486989,33.35324478,34.7945137,70.07946014,70.2772522,34.96548843,37.67438126,72.82639313,500.0793457,1801.182129,99.61484528
7,14:16:12,20230816,BNL19749,NO,-0.760113699,126246.3216,59.05369684,1.87723802,33.46781158,34.94467163,50.01439285,50.78073502,34.92424774,37.68429565,72.37828064,500.0813904,1801.201538,99.61312103
8,14:18:02,20230816,BNL19749,YES,7.814647275,126649.7092,310.108266,1.903608049,33.52413177,35.03185272,434.9301453,424.3156738,34.88744736,37.6954689,72.1674118,500.0675049,1800.790771,99.60704041
9,14:19:24,20230816,BNL19749,NO,7.58587338,126857.8471,313.6058247,1.919302654,33.54645157,35.08934402,435.1716919,424.8181458,34.88491821,37.72084427,72.12223816,500.0813293,1800.595703,99.6020813
10,14:21:46,20230816,BNL19749,YES,7.856588035,103982.9842,287.2852252,2.076330678,31.35202599,35.50716019,434.9121399,424.3678894,34.93989944,37.47623062,81.09596252,500.1007996,1800.267456,99.59976196
11,14:24:08,20230816,BNL19749,NO,8.976522085,138043.8523,344.4055634,1.535958647,31.49446487,33.71738434,475.0932007,463.1416321,34.92678452,37.38216019,80.24319458,500.0745544,1801.148438,99.60359192
12,14:26:30,20230816,BNL19749,NO,11.10550272,131620.6519,502.2685376,1.766013262,33.4683609,34.5410881,674.9758911,659.8005981,34.85055542,37.55116272,72.11655426,500.1011047,1801.03418,99.60787201
13,14:27:58,20230816,BNL19749,NO,12.19594375,128457.7787,603.960172,1.854111106,33.79414368,34.83711624,800.1761475,783.2888794,34.81121826,37.58256912,70.87348175,500.1162415,1801.184326,99.60765076
14,14:29:53,20230816,BNL19749,NO,12.82555493,124886.2585,783.1010123,1.930681932,33.92259598,35.07366943,1000.418457,982.1618652,34.74604797,37.5565033,70.31549072,500.0685425,1800.82666,99.60387421
15,14:31:45,20230816,BNL19749,NO,13.84907565,121504.622,1149.178791,1.961029115,33.95073318,35.13650513,1400.393066,1379.791138,34.66955566,37.45036697,70.00636292,500.0958862,1800.62793,99.60329437
16,14:33:42,20230816,BNL19749,NO,14.4682478,117683.0865,1519.81797,1.971124035,33.70633316,35.11574173,1800.352173,1777.987183,34.57254791,37.28338623,70.65209961,500.0979919,1800.638916,99.60337067
17,14:35:18,20230816,BNL19749,YES,-0.363717952,141438.6874,424.2766457,1.928349614,33.67753983,35.11194611,434.8320313,433.8432312,34.53939438,37.70051956,71.55828857,500.1139832,1800.626099,99.60424042
3,10:03:46,20230817,BNL19752,NO,17.29328869,212495.8427,269.1398639,0.981618665,29.69267654,31.23277092,434.9727478,413.2224426,33.55334473,35.89314651,85.76535034,500.1083374,1799.093262,100.0185928
4,10:05:09,20230817,BNL19752,NO,11.23665052,221338.6521,195.4315595,0.939309166,29.53525543,31.07996559,299.978363,285.8083801,33.59516907,35.91998672,86.6116333,500.118927,1799.515503,100.0189514
5,10:06:31,20230817,BNL19752,NO,9.028211387,224689.8052,167.0768947,0.919839361,29.47411919,31.01649666,250.203537,238.8008728,33.64274597,35.95100021,86.99254608,500.1365662,1799.4021,100.0190277
6,10:07:53,20230817,BNL19752,NO,5.392519406,229744.337,125.7444391,0.903587379,29.48488617,30.97147179,174.9637909,168.0901947,33.68319321,35.99793243,87.05155945,500.0804749,1799.370728,100.0184631
7,10:09:15,20230817,BNL19752,NO,2.850767475,231936.105,98.6578954,0.891354483,29.48263741,30.94652939,125.0257111,121.3157349,33.75259018,36.05578232,87.2038269,500.1183472,1799.112305,100.0196838
8,10:10:37,20230817,BNL19752,NO,0.078335123,239624.8655,68.18804864,0.885272419,29.5008812,30.95658112,70.02011871,69.75553894,33.7846756,36.14197159,87.32135773,500.1205444,1798.753662,100.020813
9,10:12:00,20230817,BNL19752,NO,-0.769348769,244030.3131,55.40896829,0.885242128,29.47274208,30.97748756,49.97140503,50.76826477,33.79872513,36.19626999,87.59379578,500.0370178,1798.765625,100.0199356
10,10:13:36,20230817,BNL19752,YES,18.33927982,247793.7626,279.7013394,0.877352505,29.46832275,30.95695686,434.9948425,411.965271,33.81301117,36.2221489,87.67945099,500.1669617,1799.749634,100.0207291
11,10:14:59,20230817,BNL19752,YES,17.78738456,248744.2067,284.6276516,0.876301942,29.43274117,30.95263481,435.0317993,412.6573792,33.8072319,36.2223053,87.85814667,500.1053162,1799.799927,100.0186768
12,10:16:22,20230817,BNL19752,NO,17.97357946,249084.209,283.392896,0.869378903,29.41904259,30.93516159,435.0935364,412.5025024,33.84818649,36.24718857,87.98682404,500.0944824,1799.641602,100.0173569
13,10:17:45,20230817,BNL19752,NO,19.97241929,252079.0323,307.8863367,0.867849281,29.42615891,30.94701576,474.7982788,449.707489,33.87135315,36.29239273,88.06158447,500.1225891,1799.440063,100.0186996
14,10:19:16,20230817,BNL19752,NO,26.99314238,257833.9994,452.4086092,0.861752458,29.39454269,30.93816185,674.7109985,640.6967773,33.87664413,36.33082962,88.31533813,500.142334,1799.012695,100.0181885
15,10:20:39,20230817,BNL19752,NO,29.49056898,261596.863,558.7572613,0.861823397,29.40740776,30.9544487,800.0844116,762.7368164,33.88536453,36.37261963,88.3495636,500.1387329,1798.789917,100.0161972
16,10:22:29,20230817,BNL19752,NO,32.27410164,261930.388,734.2855847,0.86828039,29.34948158,30.99772644,1000.33075,959.1124268,33.91042709,36.41952133,88.75896454,500.1040649,1799.817017,100.0154037
17,10:24:12,20230817,BNL19752,NO,34.66975086,262735.581,1109.954176,0.869055881,29.33430099,31.01612663,1400.599365,1355.459595,33.94141388,36.45999146,88.93334198,500.0834045,1799.326172,100.0129776
18,10:26:15,20230817,BNL19752,NO,35.9541563,261304.184,1491.672989,0.869800433,29.31568527,31.04145241,1800.114502,1752.417358,34.01090622,36.51901627,89.17005157,500.1123657,1798.808594,100.0095825
19,10:27:48,20230817,BNL19752,YES,16.03433059,255565.5609,301.3521486,0.872259954,29.31106186,31.08209038,434.916748,414.6192322,34.13549423,36.60010147,89.38986206,500.113739,1798.773682,100.0073013
2,13:32:04,20230817,BNL19754,NO,9.541520908,163480.6198,313.851685,1.658278756,33.56745529,35.22156525,434.8726196,422.0571289,37.61702347,40.72909164,77.84127808,500.1560669,1799.582886,99.67730713
3,13:33:26,20230817,BNL19754,NO,5.913262392,163292.4617,224.0746546,1.634967576,33.33661652,35.14575577,299.9571533,291.9312744,37.65863419,40.72307205,78.84223938,500.1846008,1799.623901,99.67702484
