MACHINE,Cultivar,Rep,Date,"Temp from ""termometer""",Tleaf,Photo,Ci,CO2S,Cc,Tleaf Mean ,Cond,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,TotalCV,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo,,,,
ORT,548348,,07_25_2015,,24.71450233,-0.378988725,50.5945474,50.10063553,127.4338403,,0.347389082,16,16,0,0,581.6477051,900.8098145,790.1412354,#DIV/0!,0.354305764,0.122854544,-1,0.87,0.92,9.756320953,0.87487816,0.00040486,0.346747235,1.548720654,-1,1753.126953,0.5,94.21545965,5.463590578,1.575756856,24.71450233,2,4.644859791,1,9.289719582,19.75003052,24.71450233,18.01472855,50.04803848,50.10063553,12.98438263,15.67169857,55.58792877,67.09270477,400.2481995,1753.262451,11.63833904,98.91716003,0.984387577,-0.084933572,0.096870221,0.019546917,0.081348635,0.017401328,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.001240997,0.005463591,297.8645023,292.9000305,280.5219859,-0.059436907,3.125956771,31.60176424,15.93006567,22.23226643,2.691328306,0.33486674,1.550199915,1.141128391,0.210381861,5.004668942,1.009858395,50.23194669,50.1557109,-0.003795648,0,1533.891028,319.1621094,0.122854544,#DIV/0!,
ORT,548348,,07_25_2015,,24.59743881,16.09997602,309.1081616,390.9738159,732.5204638,,0.364786626,17,17,0,0,570.737793,949.5214233,771.6918335,#DIV/0!,0.398920573,0.187283389,-1,0.87,0.92,9.756320953,0.87487816,0.011149648,0.469475383,1.663673643,-1,1752.994873,0.5,143.6142335,5.592373016,1.538863914,24.59743881,2,4.644859791,1,9.289719582,19.76894569,24.59743881,18.01576042,400.1115112,390.9738159,13.07341576,15.82369232,55.90564728,67.66661072,400.2420044,1753.019531,11.63032627,98.92102814,3.652066469,-0.086686946,0.246180207,0.019046267,0.332997501,0.018888051,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.001210022,0.005592373,297.7474388,292.9189457,280.4831187,-0.075410814,3.104159827,31.3801816,15.55648928,22.18319225,2.683298162,0.3510035,1.565295913,1.118002249,0.220575233,30.57729715,0.790610903,51.14581521,388.6341363,0.021188216,0,1533.678503,378.7836304,0.187283389,#DIV/0!,
ORT,548348,,07_25_2015,,24.73560905,17.93751384,486.7220291,589.4797363,1171.961288,,0.333100521,18,18,0,0,568.3666992,944.2331543,772.5495605,#DIV/0!,0.398065301,0.181823306,-1,0.87,0.92,9.756320953,0.87487816,0.012349048,0.456767534,1.661309777,-1,1752.776001,0.5,139.4098783,5.237196389,1.572976214,24.73560905,2,4.644859791,1,9.289719582,19.75837517,24.73560905,18.01555061,599.9857788,589.4797363,13.16244125,15.73827648,56.3260994,67.34887695,400.2408142,1752.838501,11.82805443,98.9260025,4.496451378,-0.078104071,0.295819253,0.011414379,0.324482828,0.01242104,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.001204071,0.005237196,297.8856091,292.9083752,280.4541539,-0.022133215,3.129900992,31.63880995,15.90053347,22.24699211,2.69374201,0.321570018,1.556924779,1.136817231,0.201986346,48.14946467,0.825680679,50.3060627,586.8730222,0.015375825,0,1533.520123,375.8664551,0.181823306,#DIV/0!,
ORT,548348,,07_25_2015,,25.15073967,18.76659907,649.3751525,788.9189453,1576.521384,,0.257135437,19,19,0,0,567.6000977,949.0827026,770.6157837,#DIV/0!,0.401948749,0.188041483,-1,0.87,0.92,9.756320953,0.87487816,0.012887632,0.467824526,1.672097497,-1,1753.157959,0.5,144.2089767,4.366602285,1.68520896,25.15073967,2,4.644859791,1,9.289719582,19.77348518,25.15073967,18.01411438,800.0175171,788.9189453,13.2480793,15.39637661,56.64149094,65.82642365,400.258606,1753.118408,12.1629343,98.9295578,5.213434219,-0.068619445,0.230136037,0.006790673,0.249801233,0.006877258,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.00129303,0.004366602,298.3007397,292.9234852,280.498939,0.107192604,3.208365689,32.43080997,17.03443336,22.46211243,2.729219244,0.25020974,1.52315673,1.206062515,0.156988912,64.24239668,0.823120241,47.63707374,786.1917469,0.011371092,0,1533.765008,381.482605,0.188041483,#DIV/0!,
ORT,548348,,07_25_2015,,25.50250053,19.06250529,805.504809,988.600647,1966.105759,,0.198247144,20,20,0,0,566.7626953,939.1831055,766.7848511,#DIV/0!,0.396536531,0.18356192,-1,0.87,0.92,10.08907509,0.875044538,0.013111495,0.462913014,1.657101135,-1,1748.569702,0.5,140.431878,3.58594504,1.783589739,25.50250053,2,4.644859791,1,9.289719582,19.78573799,25.50250053,18.01572418,999.8979492,988.600647,13.32271767,15.0876255,56.91697311,64.45697021,400.2295837,1748.649658,11.36933136,98.92893982,5.901974678,-0.058539774,0.346678853,0.002064165,0.431261241,0.004003292,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.001147919,0.003585945,298.6525005,292.935738,279.7839391,0.221016833,3.276192534,33.11662432,18.02899882,22.64411926,2.759554095,0.194104852,1.492602795,1.266951299,0.121681013,79.68773677,0.814792921,45.38013428,985.8304469,0.008774927,0,1530.146331,372.4204102,0.18356192,#DIV/0!,
MACHINE,Cultivar,Rep,Date,"Temp from ""termometer""",Tleaf,Photo,Ci,CO2S,Cc,Tleaf Mean ,Cond,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,TotalCV,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo,,,,
ORT,548348,3,07_25_2015,25.4,26.94355583,20.91457735,268.3831082,388.6770325,618.6713272,26.94746742,0.306588061,41,41,0,0,607.4108887,1054.889526,808.7751465,#DIV/0!,0.424194787,0.233308203,-1,0.87,0.92,10.00220299,0.875001101,0.01428932,0.550002523,1.736698413,-1,1752.662598,0.5,178.8985958,4.573014777,1.480144286,26.94355583,2,4.644859791,1,9.289719582,21.7489872,26.94355583,19.90688515,400.0176697,388.6770325,18.86875534,21.10594559,71.40527344,79.87149811,400.189209,1752.721558,11.02622223,98.89001465,2.89934206,-0.299096256,0.491867542,0.018197918,0.590631425,0.015481727,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000946045,0.004573015,300.0935558,294.8989872,280.435443,0.075645569,3.567311554,36.0735264,14.96758081,24.34627151,3.057840888,0.296793019,2.087167268,0.97067362,0.186351475,26.54040951,0.690504161,58.65159449,385.6376857,0.031808958,0,1533.633294,447.4786377,0.233308203,#DIV/0!,
ORT,548348,,07_25_2015,,26.89907265,17.16873885,195.24399,290.6983337,445.1881278,,0.31520286,42,42,0,0,603.2980957,1022.790405,796.9800415,#DIV/0!,0.41014494,0.220778727,-1,0.87,0.92,10.00220299,0.875001101,0.011848647,0.538294406,1.695331732,-1,1752.475708,0.5,169.2730564,4.548001079,1.432801541,26.89907265,2,4.644859791,1,9.289719582,21.75844193,26.89907265,19.91394424,299.9393921,290.6983337,19.26767159,21.49175072,72.86856842,81.27983093,400.1886902,1752.457275,11.3362627,98.88430023,2.087486029,-0.374674082,0.402784497,0.015069607,0.463626593,0.010567029,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000943451,0.004548001,300.0490726,294.9084419,280.3931578,0.082070298,3.557998272,35.98142742,14.4896767,24.32875729,3.054633662,0.30485891,2.12519673,0.929436931,0.19143992,19.30656532,0.671637802,59.89929379,288.2033394,0.035682978,0,1533.402046,419.4923096,0.220778727,#DIV/0!,
ORT,548348,,07_25_2015,,26.88693047,13.55022096,143.9901533,217.6629333,326.0998308,,0.321236127,43,43,0,0,602.0600586,982.0211182,788.7719116,#DIV/0!,0.386917402,0.196787221,-1,0.87,0.92,10.00220299,0.875001101,0.00949231,0.508602662,1.631101589,-1,1751.886475,0.5,150.8278207,4.511994316,1.3953204,26.88693047,2,4.644859791,1,9.289719582,21.8360939,26.88693047,19.99605179,224.9256897,217.6629333,19.6406765,21.84635544,73.92358398,82.22532654,400.1873169,1751.818359,10.77904415,98.87870789,1.305295348,-0.462100178,0.287889898,0.014548019,0.334749192,0.00680041,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000936584,0.004511994,300.0369305,294.9860939,280.2909312,0.091555805,3.555459798,35.95778984,14.1114344,24.36151218,3.060634172,0.310499146,2.160139398,0.900494774,0.194998876,14.2375603,0.66152813,60.93829705,215.6937891,0.038282391,0,1532.842994,379.9610596,0.196787221,#DIV/0!,
ORT,548348,,07_25_2015,,26.91570663,9.786291923,91.27456462,144.8276825,203.7206818,,0.316832467,44,44,0,0,601.0883789,941.4338989,784.4473877,#DIV/0!,0.361518233,0.166752558,-1,0.87,0.92,10.00220299,0.875001101,0.007038787,0.461256288,1.566215438,-1,1751.350952,0.5,127.7686461,4.382956129,1.373314935,26.91570663,2,4.644859791,1,9.289719582,21.91350555,26.91570663,20.06932449,150.0358124,144.8276825,19.98882484,22.13081551,74.87573242,82.89937592,400.1845398,1751.321045,11.06231117,98.87405396,0.254764348,-0.589407027,0.211712554,0.013546454,0.264039099,0.004564052,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000922699,0.004382956,300.0657066,295.0635056,280.2113609,0.114956628,3.561478381,36.02035356,13.88953805,24.41460609,3.070382563,0.306383056,2.188163446,0.882219117,0.192401586,9.024686227,0.630228718,61.59484936,143.4055196,0.042033611,0,1532.407843,340.34552,0.166752558,#DIV/0!,
ORT,548348,,07_25_2015,,26.9002552,7.303952043,55.2575553,95.99073792,119.8840081,,0.307816498,45,45,0,0,602.081543,931.994751,785.0866699,#DIV/0!,0.353986122,0.157627584,-1,0.87,0.92,10.00220299,0.875001101,0.005420525,0.445293118,1.547954362,-1,1750.730957,0.5,120.7341794,4.182683778,1.347561076,26.9002552,2,4.644859791,1,9.289719582,21.99563026,26.9002552,20.14619446,99.84375,95.99073792,20.31365395,22.3583889,75.71289063,83.33401489,399.9702454,1750.793213,11.71443081,98.87494659,-0.690436363,-0.74630934,0.155898228,0.01154274,0.240644455,0.0015177,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.999851227,0.004182684,300.0502552,295.1456303,280.1269078,0.152495152,3.558245584,35.98733255,13.62894365,24.44794273,3.076517251,0.297944069,2.210684508,0.865832743,0.187077548,5.463587829,0.575655074,62.24160881,94.92931349,0.047889288,0,1531.94599,329.913208,0.157627584,#DIV/0!,
ORT,548348,,07_25_2015,,26.93013573,4.709392815,19.60771486,47.42505646,37.24580511,,0.285666956,46,46,0,0,604.3205566,917.1331177,792.3220215,#DIV/0!,0.341076508,0.13608831,-1,0.87,0.92,10.00220299,0.875001101,0.0037275,0.398996433,1.517626875,-1,1750.521973,0.5,104.2238212,3.871241363,1.34057586,26.93013573,2,4.644859791,1,9.289719582,22.05124664,26.93013573,20.19984436,49.87042236,47.42505646,20.60292053,22.49412918,76.52480316,83.549263,400.1844177,1750.506226,9.796461105,98.86685181,-1.824468374,-0.946703315,0.086622469,0.008697559,0.144719839,0.006562932,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000922089,0.003871241,300.0801357,295.2012466,280.0809898,0.205752995,3.564499597,36.05353596,13.55940678,24.49069118,3.0843996,0.277144521,2.223923736,0.860475864,0.173961369,1.938553039,0.413446316,62.41259199,46.74067839,0.062884285,0,1531.694876,312.812561,0.13608831,#DIV/0!,
ORT,548348,,07_25_2015,,26.89334297,29.07304449,204.7349522,384.7925415,439.1547693,,0.27469157,47,47,0,0,594.6557617,982.788147,778.3692017,#DIV/0!,0.39492986,0.207998993,-1,0.87,0.92,10.00220299,0.875001101,0.019640535,0.526673251,1.652700958,-1,1749.912354,0.5,159.241454,3.651394309,1.313426807,26.89334297,2,4.644859791,1,9.289719582,22.16996574,26.89334297,20.32870102,400.0240784,384.7925415,20.90665054,22.6900444,77.0959549,83.6724472,400.1969604,1749.909058,11.08266735,98.87038422,-1.219696999,-1.074204564,0.382688075,0.008938353,0.59606725,0.009894882,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000984802,0.003651394,300.043343,295.3199657,279.985443,0.249048624,3.556800215,35.97437436,13.28432996,24.53165436,3.09196932,0.26680238,2.243373408,0.848595912,0.167442779,20.24222339,0.532065802,63.04951416,380.5675905,0.048165986,0,1531.172353,388.1323853,0.207998993,#DIV/0!,
ORT,548348,,07_25_2015,,26.9281292,36.93866227,310.5848378,580.6210327,684.1154387,,0.231927569,48,48,0,0,589.9023438,995.4130859,778.652771,#DIV/0!,0.407379356,0.217759157,-1,0.87,0.92,10.00220299,0.875001101,0.02478366,0.534536554,1.687420124,-1,1749.50293,0.5,166.6747091,3.108389897,1.318280788,26.9281292,2,4.644859791,1,9.289719582,22.24240875,26.9281292,20.39451981,599.9835205,580.6210327,21.19638252,22.71455002,77.82042694,83.39422607,400.190918,1749.475952,11.22741413,98.8704834,-2.272718191,-1.26564157,0.377429605,0.007727123,0.613449216,0.014109747,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.00095459,0.00310839,300.0781292,295.3924088,279.9161461,0.341682971,3.564079328,36.04796098,13.33341097,24.58526897,3.101901475,0.226278295,2.24579854,0.856102934,0.141920863,30.70767304,0.534918338,62.82059734,575.2530349,0.040338924,0,1530.793385,405.5107422,0.217759157,#DIV/0!,
ORT,548348,,07_25_2015,,27.03451157,40.59791791,449.2968969,778.5512695,1021.747448,,0.209717894,49,49,0,0,585.9541016,982.0462036,776.838623,#DIV/0!,0.403333469,0.208959191,-1,0.87,0.92,10.00220299,0.875001101,0.027178849,0.518080465,1.675978035,-1,1749.143921,0.5,159.9063197,2.834658977,1.32616037,27.03451157,2,4.644859791,1,9.289719582,22.32915688,27.03451157,20.48176956,799.944397,778.5512695,21.47632217,22.86064911,78.43363953,83.48933411,400.1737976,1749.169678,11.26755905,98.87123108,-2.577439308,-1.293293357,0.449850589,0.007262691,0.670171499,0.020933533,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000868988,0.002834659,300.1845116,295.4791569,279.8671422,0.386491075,3.586420891,36.27365465,13.41300554,24.68183422,3.119860633,0.205087978,2.260260521,0.859600112,0.128588067,44.42253732,0.577093526,62.73732595,772.6515017,0.032964471,0,1530.525395,396.0921021,0.208959191,#DIV/0!,
ORT,548348,,07_25_2015,,27.14303398,43.87773993,564.6114606,976.9042969,1301.834302,,0.18064885,50,50,0,0,584.9348145,985.7087402,773.4942017,#DIV/0!,0.406584531,0.215291323,-1,0.87,0.92,10.00220299,0.875001101,0.02932927,0.529511839,1.68515998,-1,1748.84021,0.5,164.7233858,2.478083915,1.341551523,27.14303398,2,4.644859791,1,9.289719582,22.39806175,27.14303398,20.55253983,1000.042847,976.9042969,21.72692299,22.93698311,79.01628113,83.41701508,400.1857605,1748.723389,11.38423252,98.87029266,-3.088471413,-1.355042338,0.51814729,0.005104738,0.79581207,0.018966218,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000928802,0.002478084,300.293034,295.5480618,279.7957359,0.444294495,3.609337756,36.5057861,13.56880299,24.77054787,3.136439582,0.177202944,2.267786233,0.868653349,0.111056362,55.82330035,0.57795985,62.42325982,970.5278989,0.028221667,0,1530.134891,400.7739258,0.215291323,#DIV/0!,
MACHINE,Cultivar,Rep,Date,"Temp from ""termometer""",Tleaf,Photo,Ci,CO2S,Cc,Tleaf Mean ,Cond,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,TotalCV,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo,,,,
IPR,548362,1,07_24_2015,25.5,27.81075478,21.60054591,268.5062107,388.1499634,617.264162,27.93039301,0.315557399,37,37,0,0,615.8994141,1080.869873,833.2437134,#DIV/0!,0.430181718,0.229098956,-1,0.87,0.92,9.852850914,0.874926425,0.014750663,0.532563209,1.754945448,-1,1751.128052,0.5,175.5021955,4.048022135,1.273671326,27.81075478,2,4.644859791,1,9.289719582,24.27065468,27.81075478,22.48073196,399.7347107,388.1499634,23.03651619,25.00971222,75.02846527,81.45503235,400.0395508,1751.200439,0.011387797,99.14161682,0.251933843,0.592284858,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,0.085568406,2.000197754,0.004048022,300.9607548,297.4206547,280.192064,0.242788632,3.753174632,37.85670188,12.84698966,26.04070473,3.382394342,0.305190548,2.479503306,0.902891036,0.191649165,26.62013986,0.691758949,66.11388845,385.0109303,0.037092352,0,1532.171541,464.970459,0.229098956,#DIV/0!,,,,
IPR,548362,,07_24_2015,,27.81748199,16.28100555,200.5581596,291.2712097,460.6928851,,0.313237204,38,38,0,0,610.3596191,1041.876343,815.5134888,#DIV/0!,0.414172686,0.217264607,-1,0.87,0.92,9.852850914,0.874926425,0.011277888,0.524574927,1.706987668,-1,1751.458374,0.5,166.4678392,3.984449678,1.262634704,27.81748199,2,4.644859791,1,9.289719582,24.27475166,27.81748199,22.48805428,299.9911194,291.2712097,23.19246674,25.13442421,75.52227783,81.84592438,400.0399475,1751.336914,0.015733808,99.14745331,0.517706871,0.637071908,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,0.070563421,2.000199738,0.00398445,300.967482,297.4247517,280.2139,0.253937073,3.754648855,37.86934237,12.73491816,26.04611683,3.383477381,0.303019773,2.492014151,0.89146323,0.190279571,19.88483076,0.688561564,66.4102134,288.9052225,0.037424905,0,1532.290946,431.5167236,0.217264607,#DIV/0!,,,,
IPR,548362,,07_24_2015,,27.76120377,6.60446274,109.5147565,146.3059235,257.2757344,,0.318414989,39,39,0,0,608.2124023,967.2606812,810.0587769,#DIV/0!,0.371201152,0.16252279,-1,0.87,0.92,9.852850914,0.874926425,0.004972054,0.437829433,1.590333702,-1,1747.968018,0.5,124.2765787,3.975947419,1.240091212,27.76120377,2,4.644859791,1,9.289719582,24.21370125,27.76120377,22.43655968,149.8985138,146.3059235,23.30087662,25.23841095,76.15098572,82.48316193,400.0549316,1748.079468,0.041370045,99.14412689,0.656262755,0.730386913,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,0.096329667,2.000274658,0.003975947,300.9112038,297.3637012,279.6927086,0.253236144,3.74233143,37.74637537,12.50796442,25.98745251,3.371753943,0.30786267,2.502240218,0.869513726,0.193335197,10.85774491,0.748532622,66.91951454,145.3461502,0.030407922,0,1529.44092,359.0482788,0.16252279,#DIV/0!,,,,
IPR,548362,,07_24_2015,,27.81189537,3.083726022,81.81308711,98.35956573,196.8234027,,0.345759771,40,40,0,0,613.2290039,952.2454224,810.0739746,#DIV/0!,0.356017903,0.149301267,-1,0.87,0.92,9.852850914,0.874926425,0.002666222,0.419364491,1.5528382,-1,1750.628784,0.5,114.3402389,4.235163939,1.21976584,27.81189537,2,4.644859791,1,9.289719582,24.35825157,27.81189537,22.57764244,100.1095352,98.35956573,23.48999023,25.55325127,76.11288452,82.79831696,400.0406799,1750.607544,0.056223314,99.15210724,0.797937155,0.770087898,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,0.073617131,2.0002034,0.004235164,300.9618954,297.5082516,280.0972008,0.213375839,3.75342455,37.85521714,12.30196588,26.08507347,3.391282105,0.333352519,2.53365871,0.857623395,0.20942561,8.111939987,0.831775603,67.64286781,97.91143271,0.021304159,0,1531.652801,339.0164185,0.149301267,#DIV/0!,,,,
IPR,548362,,07_24_2015,,27.81633949,-1.076099149,54.23267737,50.40507889,138.2719413,,0.365681393,41,41,0,0,618.0878906,926.9011841,818.2136841,#DIV/0!,0.333167439,0.117258994,-1,0.87,0.92,9.852850914,0.874926425,-4.97E-05,0.351952142,1.49962683,-1,1750.391479,0.5,89.78894962,4.392723567,1.198712608,27.81633949,2,4.644859791,1,9.289719582,24.40468216,27.81633949,22.62033463,49.97776031,50.40507889,23.63241005,25.77205086,76.37163544,83.28620148,400.0217285,1750.281128,0.061175037,99.16501617,0.94387871,0.844246745,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,0.218230948,2.000108643,0.004392724,300.9663395,297.5546822,280.0449742,0.187323509,3.754398448,37.86011027,12.08805942,26.11051083,3.396386804,0.351831851,2.55568584,0.840700964,0.22109863,5.377984329,1.075936762,68.27152952,50.5614597,-0.014530224,0,1531.367211,308.8132935,0.117258994,#DIV/0!,,,,
IPR,548362,,07_24_2015,,27.56450653,21.541479,284.7533282,388.464447,658.029623,,0.366114998,42,42,0,0,593.4785156,1007.922913,800.0583496,#DIV/0!,0.411186601,0.206230616,-1,0.87,0.92,9.852850914,0.874926425,0.014735898,0.501549941,1.698330919,-1,1748.544189,0.5,157.7506978,4.204313453,1.14623137,27.56450653,2,4.644859791,1,9.289719582,24.28221703,27.56450653,22.50177765,400.0509033,388.464447,23.70258141,25.75044823,77.15593719,83.82209778,400.0309448,1748.373657,0.062550016,99.15657043,1.520067334,0.961483657,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,0.069605261,2.000154724,0.004204313,300.7145065,297.432217,279.7397789,0.225550548,3.699557503,37.3102608,11.55981257,25.92336178,3.358986663,0.352233216,2.553326133,0.80566053,0.221352238,28.23516344,0.733022881,69.22137019,385.3339977,0.038697097,0,1529.698314,414.444397,0.206230616,#DIV/0!,,,,
IPR,548362,,07_24_2015,,27.72450256,25.38533246,456.8410701,585.9107056,1078.639344,,0.352735692,43,43,0,0,590.8427734,995.8241577,796.2301636,#DIV/0!,0.406679614,0.200430962,-1,0.87,0.92,9.852850914,0.874926425,0.017224951,0.49284733,1.685430037,-1,1750.518066,0.5,153.4874768,4.168469272,1.177545036,27.72450256,2,4.644859791,1,9.289719582,24.28270531,27.72450256,22.53003693,599.822937,585.9107056,23.75816536,25.78841591,77.32498932,83.93278503,400.0462952,1750.785889,0.004181039,99.1442337,1.325160742,0.942812622,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,0.14272885,2.000231476,0.004168469,300.8745026,297.4327053,280.1257359,0.225916416,3.73431777,37.66550641,11.8770905,26.00360394,3.374978089,0.339832083,2.556772734,0.818205355,0.213517856,45.29315781,0.779711082,68.6250251,582.22166,0.029921063,0,1531.808839,404.9813843,0.200430962,#DIV/0!,,,,
IPR,548362,,07_24_2015,,28.30373955,26.62203139,615.3760381,785.1157227,1471.885017,,0.282816484,44,44,0,0,586.003418,994.9449463,788.9051514,#DIV/0!,0.411019253,0.207086629,-1,0.87,0.92,9.852850914,0.874926425,0.018041993,0.50383681,1.697848367,-1,1749.78186,0.5,158.5176066,3.74005945,1.307531997,28.30373955,2,4.644859791,1,9.289719582,24.48237801,28.30373955,22.68582726,799.8936157,785.1157227,23.94478607,25.76646996,77.01874542,82.87822723,400.0355225,1749.844971,0.022610292,99.16081238,0.573506713,0.738390148,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,0.069992743,2.000177612,0.003740059,301.4537395,297.632378,279.9751891,0.282492594,3.86255609,38.952445,13.18597505,26.39305878,3.453540605,0.274460792,2.555024093,0.898516512,0.17226963,61.02118785,0.783802974,66.0500559,781.2469576,0.022507437,0,1530.985605,408.9415283,0.207086629,#DIV/0!,,,,
IPR,548362,,07_24_2015,,28.76311302,27.7017138,727.5197762,984.7382813,1749.545156,,0.190589454,45,45,0,0,588.6660156,999.6318359,782.8994141,#DIV/0!,0.411117179,0.216812244,-1,0.87,0.92,9.852850914,0.874926425,0.01875079,0.527373351,1.698130705,-1,1749.591797,0.5,165.9441997,2.813588588,1.445047178,28.76311302,2,4.644859791,1,9.289719582,24.57045937,28.76311302,22.78086662,999.9747925,984.7382813,24.06119728,25.43224335,76.98770905,81.37460327,399.991333,1749.51123,0.021840084,99.16251373,-0.547983766,0.551560402,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,0.101681091,1.999956665,0.002813589,301.913113,297.7204594,279.9217906,0.427560384,3.966972358,40.00475794,14.57251459,26.66678619,3.509709298,0.186757898,2.52192518,0.987784117,0.117061985,72.1426898,0.738795059,63.09798504,980.7126147,0.017822982,0,1530.693607,410.9658203,0.216812244,#DIV/0!,,,,
MACHINE,Cultivar,Rep,Date,"Temp from ""termometer""",Tleaf,Photo,Ci,CO2S,Cc,Tleaf Mean ,Cond,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,TotalCV,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo,,,,
AINS,548378,1,07_23_2015,22.6,23.37951279,25.8109471,316.1229973,385.6575317,725.7801256,24.35076885,0.698247411,20,20,0,0,752.4980469,1366.779785,1039.165649,#DIV/0!,0.449437243,0.239697821,-1,0.87,0.92,10.03989124,0.875019946,0.017503612,0.533328789,1.816323366,-1,1750.428101,0.5,183.5677222,7.692887502,1.146831537,23.37951279,2,4.644859791,1,9.289719582,21.93208504,23.37951279,20.6504364,400.072113,385.6575317,13.75044918,17.53619003,51.58092117,65.78205872,399.2868958,1750.517822,1.194493175,99.12727356,7.160833359,-0.137423754,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,0.118358664,1.996434479,0.007692888,296.5295128,295.082085,280.0828453,-0.30129302,2.885146244,29.1054736,11.56928357,22.65579891,2.761510761,0.649433729,1.738314707,1.023196054,0.4100165,31.33641083,0.819698752,62.14655791,381.906635,0.042001405,0,1531.73801,614.2817383,0.239697821,#DIV/0!,,,,
